# Инициализация MPU6050...
# MPU6050 OK
# Держите неподвижно. Калибровка гиро... 5 сек
# Держите неподвижно... 4 сек
# Держите неподвижно... 3 сек
# Держите неподвижно... 2 сек
# Держите неподвижно... 1 сек
# Держите неподвижно... 0 сек
# Калибровка гиро завершена.
# DMP готов. Начинайте движение.
# Ожидание фиксации ГНСС...
time_ms,lat,lon,ax,ay,az,gx,gy,gz,roll_deg,pitch_deg,yaw_deg
16204,55.982559,37.413028,0.210690,-0.916979,9.248802,-0.061069,-0.015267,-0.015267,-13.172636,2.045464,3.460204
16304,55.982559,37.413028,0.205901,-0.913388,9.261970,-0.061069,-0.015267,-0.015267,-13.172227,2.041713,3.487134
16404,55.982559,37.413028,0.215478,-0.913388,9.254787,-0.061069,-0.015267,-0.015267,-13.171644,2.044907,3.514867
16504,55.982559,37.413028,0.215478,-0.914585,9.273941,-0.076336,-0.015267,-0.015267,-13.171090,2.041954,3.548726
16604,55.982559,37.413028,0.215478,-0.899023,9.259575,-0.061069,-0.015267,-0.015267,-13.163557,2.044967,3.576454
16704,55.982559,37.413028,0.219069,-0.912191,9.269152,-0.061069,-0.015267,-0.015267,-13.169772,2.049138,3.611114
16804,55.982559,37.413028,0.213084,-0.901417,9.261970,-0.076336,-0.015267,-0.015267,-13.163034,2.052294,3.639510
16904,55.982559,37.413028,0.225055,-0.908600,9.266758,-0.076336,-0.015267,-0.015267,-13.162482,2.049338,3.673368
17004,55.982559,37.413028,0.211887,-0.910994,9.264364,-0.061069,-0.015267,-0.015267,-13.162078,2.045583,3.700291
17104,55.982559,37.413028,0.220267,-0.915782,9.265561,-0.061069,-0.015267,-0.015267,-13.161340,2.049571,3.734947
17204,55.982559,37.413028,0.208296,-0.914585,9.267955,-0.061069,-0.015267,-0.015267,-13.160940,2.045816,3.761867
17304,55.982559,37.413028,0.210690,-0.918176,9.260772,-0.076336,-0.015267,-0.015267,-13.167149,2.049995,3.796513
17404,55.982559,37.413028,0.204704,-0.910994,9.266758,-0.061069,-0.015267,-0.015267,-13.166601,2.047039,3.830357
17569,55.982559,37.413028,nan,nan,nan,nan,nan,nan,nan,nan,nan
17669,55.982559,37.413028,0.209493,-0.915782,9.255984,-0.061069,-0.015267,-0.015267,-13.173110,2.042273,3.905673
17769,55.982559,37.413028,0.215478,-0.914585,9.259575,-0.076336,-0.015267,-0.015267,-13.172513,2.045464,3.933387
17869,55.982559,37.413028,0.205901,-0.912191,9.278729,-0.076336,-0.015267,-0.015267,-13.171973,2.042510,3.967226
17969,55.982559,37.413028,0.214281,-0.905008,9.264364,-0.061069,-0.015267,-0.015267,-13.171582,2.038756,3.994134
18069,55.982559,37.413028,0.213084,-0.912191,9.273941,-0.076336,-0.015267,-0.015267,-13.170834,2.042745,4.028770
18169,55.982559,37.413028,0.210690,-0.908600,9.271547,-0.076336,-0.015267,-0.015267,-13.164086,2.045876,4.057239
18269,55.982559,37.413028,0.219069,-0.910994,9.261970,-0.076336,-0.015267,-0.015267,-13.170283,2.050073,4.091860
18369,55.982559,37.413028,0.219069,-0.908600,9.259575,-0.076336,-0.015267,-0.015267,-13.169896,2.046319,4.118764
18469,55.982559,37.413028,0.207098,-0.921768,9.264364,-0.061069,-0.015267,-0.015267,-13.169357,2.043362,4.152594
18569,55.982559,37.413028,0.213084,-0.905008,9.271547,-0.076336,-0.015267,-0.015267,-13.161807,2.046335,4.180317
18669,55.982559,37.413028,0.215478,-0.905008,9.257182,-0.061069,-0.015267,-0.015267,-13.161271,2.043375,4.214141
18769,55.982559,37.413028,0.215478,-0.913388,9.271547,-0.061069,-0.015267,-0.015267,-13.160667,2.046562,4.241842
18869,55.982559,37.413028,0.214281,-0.912191,9.283517,-0.061069,-0.015267,-0.015267,-13.160706,2.050697,4.277249
18969,55.982559,37.413028,0.217872,-0.910994,9.279926,-0.061069,-0.015267,-0.015267,-13.160324,2.046940,4.304147
19069,55.982559,37.413028,0.210690,-0.918176,9.272744,-0.076336,-0.015267,-0.015267,-13.159564,2.050923,4.338770
19169,55.982559,37.413028,0.214281,-0.920571,9.255984,-0.061069,-0.015267,-0.015267,-13.165979,2.048191,4.372560
19269,55.982559,37.413028,0.216675,-0.906205,9.263167,-0.061069,-0.015267,-0.015267,-13.158421,2.051148,4.400279
19369,55.982559,37.413028,0.209493,-0.913388,9.277532,-0.076336,-0.015267,-0.015267,-13.158041,2.047390,4.427168
19469,55.982559,37.413028,nan,nan,nan,nan,nan,nan,nan,nan,nan
19569,55.982559,37.413028,nan,nan,nan,nan,nan,nan,nan,nan,nan
19670,55.982559,37.413028,0.213084,-0.913388,9.260772,-0.015267,0.000000,-0.015267,-11.879292,1.935900,4.442500
19770,55.982559,37.413028,0.205901,-0.914585,9.269152,-0.015267,0.000000,0.000000,-11.430871,1.885661,4.442301
19870,55.982559,37.413028,0.216675,-0.916979,9.263167,-0.015267,0.000000,-0.015267,-11.023974,1.843691,4.442675
19970,55.982559,37.413028,0.219069,-0.901417,9.272744,-0.015267,0.000000,-0.015267,-10.638402,1.809432,4.444444
20070,55.982559,37.413028,0.214281,-0.915782,9.265561,-0.015267,0.000000,0.000000,-10.287796,1.775675,4.439151
20170,55.982559,37.413028,0.219069,-0.916979,9.261970,-0.015267,-0.015267,-0.015267,-9.965554,1.743590,4.441534
20270,55.982559,37.413028,0.208296,-0.916979,9.271547,-0.015267,0.000000,-0.015267,-9.657012,1.718887,4.444466
20370,55.982559,37.413028,0.214281,-0.908600,9.261970,-0.015267,0.000000,-0.015267,-9.377181,1.688270,4.447560
20470,55.982559,37.413028,0.208296,-0.907402,9.271547,-0.015267,0.000000,0.000000,-9.111411,1.657538,4.443694
20570,55.982559,37.413028,0.222661,-0.909797,9.259575,-0.015267,0.000000,-0.015267,-8.866190,1.635035,4.447302
20670,55.982559,37.413028,0.216675,-0.919373,9.255984,-0.015267,-0.015267,-0.015267,-8.642423,1.613356,4.451694
20770,55.982559,37.413028,0.208296,-0.915782,9.259575,-0.015267,-0.015267,0.000000,-8.432203,1.591511,4.448303
20870,55.982559,37.413028,0.216675,-0.918176,9.265561,-0.015267,0.000000,0.000000,-8.243425,1.570526,4.445715
20970,55.982559,37.413028,0.207098,-0.921768,9.266758,-0.015267,0.000000,-0.015267,-8.061624,1.549782,4.443122
21070,55.982559,37.413028,0.211887,-0.907402,9.270349,-0.015267,0.000000,0.000000,-7.894145,1.530124,4.448296
21170,55.982559,37.413028,0.214281,-0.919373,9.281124,0.000000,0.000000,-0.015267,-7.733020,1.517084,4.446180
21270,55.982559,37.413028,0.219069,-0.909797,9.269152,-0.015267,0.000000,-0.015267,-7.586210,1.505116,4.451821
21370,55.982559,37.413028,0.211887,-0.921768,9.266758,-0.015267,0.000000,-0.015267,-7.460236,1.486356,4.449233
21470,55.982559,37.413028,nan,nan,nan,nan,nan,nan,nan,nan,nan
21570,55.982559,37.413028,nan,nan,nan,nan,nan,nan,nan,nan,nan
21670,55.982559,37.413028,0.213084,-0.921768,9.278729,-0.015267,0.000000,0.000000,-7.110830,1.452322,4.445290
21770,55.982559,37.413028,0.209493,-0.906205,9.259575,0.000000,-0.015267,-0.015267,-7.012865,1.442077,4.450935
21870,55.982559,37.413028,0.215478,-0.915782,9.271547,-0.015267,0.000000,-0.015267,-6.915169,1.438479,4.450863
21970,55.982559,37.413028,0.209493,-0.910994,9.261970,0.000000,0.000000,0.000000,-6.831522,1.421336,4.449138
22070,55.982559,37.413028,0.213084,-0.914585,9.260772,-0.015267,0.000000,0.000000,-6.754242,1.418811,4.455214
22170,55.982559,37.413028,0.220267,-0.912191,9.276335,-0.015267,0.000000,-0.015267,-6.684710,1.409254,4.454740
22270,55.982559,37.413028,0.208296,-0.909797,9.260772,-0.015267,0.000000,-0.015267,-6.607791,1.399336,4.453443
22370,55.982559,37.413028,0.213084,-0.912191,9.265561,-0.015267,0.000000,0.000000,-6.544478,1.397307,4.459520
22470,55.982559,37.413028,0.209493,-0.913388,9.269152,-0.015267,0.000000,-0.015267,-6.481920,1.387999,4.459054
22571,55.982559,37.413028,0.220267,-0.912191,9.260772,-0.015267,0.000000,-0.015267,-6.425981,1.386316,4.465951
22671,55.982559,37.413028,0.216675,-0.919373,9.271547,-0.015267,0.000000,0.000000,-6.376992,1.377422,4.464685
22771,55.982559,37.413028,0.210690,-0.908600,9.279926,-0.015267,0.000000,-0.015267,-6.328390,1.368626,4.464241
