time_ms,lat,lon,alt_m,speed_mps,sats,fix,ax,ay,az,gx,gy,gz,acc_nav_x,acc_nav_y,acc_nav_z,roll_deg,pitch_deg,yaw_deg
66716,55.590736,37.671421,161.699996,1.188367,11,1,2.236184,-0.913388,12.658144,-33.358779,-4.030534,61.755718,10.806552,4.009163,-4.043972,-305.4836,-52.9644,130.2623
66816,55.590736,37.671421,161.699996,1.188367,11,1,1.847127,-1.231817,9.740810,-13.251909,8.000000,64.748085,8.224027,3.320594,-5.207556,-312.6534,-57.7723,137.5839
66916,55.590736,37.671421,161.699996,1.188367,11,1,-2.536657,-2.624045,7.972692,-18.305343,8.870228,26.900762,8.336536,2.717729,-9.819855,-318.4100,-59.1498,142.2250
67016,55.590736,37.671421,161.699996,1.188367,11,1,0.464475,0.208296,7.625533,12.854961,10.091603,42.122135,6.742436,1.114363,-6.385300,-323.5203,-61.1910,149.6749
67116,55.590736,37.671421,161.699996,1.188367,11,1,-1.306037,-1.009156,9.478645,-26.473279,-2.793893,36.091598,9.164663,1.800615,-7.496764,-331.1424,-63.5615,155.3523
67216,55.590736,37.671421,161.699996,1.188367,11,1,-1.034295,-0.445322,11.373656,16.335878,-10.366412,-17.435113,10.855304,1.745822,-6.685336,-325.4316,-63.6279,150.7990
67316,55.590736,37.671421,161.699996,1.188367,11,1,1.176750,-0.468066,12.119449,17.511447,2.152672,-16.656488,10.641352,2.740772,-4.540279,-321.1604,-62.5056,147.9862
67416,55.590736,37.671421,161.699996,1.188367,11,1,0.671574,0.555455,7.206547,12.244276,-6.152672,-8.473282,6.422707,0.967254,-6.565181,-317.9265,-62.4534,145.7208
67516,55.590736,37.671421,161.699996,1.188367,11,1,-1.228225,-1.052252,5.499481,4.732824,39.328243,-23.465646,5.387557,1.786732,-9.005473,-319.1662,-57.9617,147.6528
67616,55.590736,37.671421,161.699996,1.188367,11,1,0.210690,0.544681,8.975863,-0.152672,2.809160,-10.244275,7.919452,1.445020,-5.793997,-318.2364,-57.0794,146.5379
67716,55.590736,37.671421,161.699996,1.188367,11,1,-0.776918,0.409408,9.354146,-18.671752,15.984732,14.625956,8.604935,1.157308,-6.216804,-323.4330,-56.8612,150.5043
67816,55.590736,37.671421,161.699996,1.188367,11,1,-1.265336,-0.894234,10.468647,-45.206108,-27.374044,33.328243,10.004182,1.628288,-6.763901,-329.5558,-61.0454,152.4176
67916,55.590736,37.671421,161.699996,1.188367,11,1,-0.665588,-1.849521,8.506599,-17.954198,-7.267175,41.526714,8.030898,2.286816,-7.256923,-337.1564,-63.7761,159.0522
68016,55.590736,37.671421,161.699996,1.188367,11,1,0.068235,-1.635240,7.497443,14.305344,-20.641220,-30.748090,6.923604,2.235024,-7.365606,-328.3464,-64.4846,150.8260
68116,55.590736,37.671421,161.699996,1.188367,11,1,1.814805,-0.477643,7.019799,28.244272,-5.374045,17.832059,5.828303,1.707976,-5.817547,-328.1114,-65.8778,153.6952
68216,55.590736,37.671421,161.699996,1.188367,11,1,-0.025139,-0.612916,11.370064,-26.274808,7.419847,-15.312977,10.528695,1.594260,-5.774335,-328.7106,-64.4389,151.4729
68367,55.590736,37.671421,161.699996,1.188367,11,1,-1.734599,-1.121683,11.079169,29.068700,-13.160305,-53.725185,11.011191,2.058089,-8.568530,-307.6687,-61.9238,133.0137
68467,55.590736,37.671421,161.699996,1.188367,11,1,1.193510,0.794875,7.766790,59.374050,-12.549618,-33.709922,7.098386,1.558527,-6.714203,-296.0071,-60.0223,126.5261
68567,55.590736,37.671421,161.699996,1.188367,11,1,1.065420,0.497994,7.153875,-5.908396,-6.198473,-14.977099,6.553957,1.563229,-7.130269,-294.4937,-58.9481,124.0968
68667,55.590736,37.671421,161.699996,1.188367,11,1,-0.435745,-0.404620,6.630742,-27.832059,-9.022900,-47.511451,6.482058,1.227092,-8.913619,-292.6416,-54.9986,118.6862
68767,55.590736,37.671421,161.699996,1.188367,11,1,-0.555455,-0.852336,8.763976,-40.076335,9.083969,0.946565,8.574724,1.458998,-8.327556,-297.8986,-54.7362,120.2114
68867,55.590736,37.671421,161.699996,1.188367,11,1,0.311246,-0.011971,9.801862,-7.740458,-7.496183,31.206104,9.319294,1.094740,-6.956067,-299.8007,-57.8449,121.5930
68967,55.590736,37.671421,161.699996,1.188367,11,1,0.531513,-0.207098,12.773067,-32.503814,-35.175567,77.358779,12.334574,0.608339,-6.495330,-304.3113,-66.3060,123.0815
69067,55.590736,37.671421,161.699996,1.188367,11,1,1.638831,-1.238999,10.545262,-34.305343,-7.465649,33.603054,10.047700,1.193208,-6.195084,-310.6529,-69.5024,126.2606
69167,55.590736,37.671421,161.699996,1.188367,11,1,-0.264559,-0.052672,8.822633,-7.816794,11.312976,11.832060,8.598674,-0.471269,-7.869555,-315.7924,-69.6630,130.9129
69267,55.590736,37.671421,161.699996,1.188367,11,1,-2.671929,-1.748964,8.092402,-5.206107,20.167938,6.534351,8.658859,0.603978,-10.393516,-321.3707,-68.6730,136.3069
69367,55.590736,37.671421,161.699996,1.188367,11,1,-0.879869,-0.427365,8.950723,-12.152672,13.618320,-9.511451,8.796894,-0.411939,-7.931224,-322.8604,-67.0153,136.6015
69467,55.590736,37.671421,161.699996,1.188367,11,1,0.090980,0.192733,11.505336,3.297710,9.755725,-5.877862,10.805595,-0.796380,-5.930690,-322.8146,-65.8827,136.9099
69567,55.590736,37.671421,161.699996,1.188367,11,1,-0.240617,1.088165,12.093113,-2.229007,-29.038166,44.213741,11.522498,-1.972479,-6.516247,-326.9853,-70.8684,141.2353
69667,55.590736,37.671421,161.699996,1.188367,11,1,-0.089783,-0.323217,9.539697,-23.969463,-11.206108,-61.374042,9.247040,-0.857180,-7.598520,-312.7867,-68.4641,123.6696
69767,55.590736,37.671421,161.699996,1.188367,11,1,0.966060,-0.708684,7.449559,-7.038168,-0.625954,-37.129772,7.123528,0.026088,-7.319463,-306.9831,-65.7817,116.6737
69867,55.590736,37.671421,161.699996,1.188367,11,1,-0.667982,-0.865504,8.566454,-16.167938,11.435115,-4.793893,8.478104,-0.745916,-8.342138,-309.9895,-64.7109,118.1975
69967,55.590736,37.671421,161.699996,1.188367,11,1,-1.369483,-0.663194,8.967483,-15.267175,-5.664122,13.129771,8.919424,-1.474492,-8.806242,-312.3837,-66.0808,119.1568
70067,55.590736,37.671421,161.699996,1.188367,11,1,-1.013944,-1.699883,10.072407,-17.282442,-4.793893,2.015267,10.136231,-0.904892,-8.461639,-313.6198,-66.5528,118.6185
70167,55.590736,37.671421,161.699996,1.188367,11,1,3.144784,-0.855927,13.184869,-20.809158,-24.274806,66.244277,12.097974,-1.827802,-3.910785,-322.1858,-73.0231,125.6872
70267,55.590736,37.671421,161.699996,1.188367,11,1,1.156399,-3.371036,8.076840,7.312978,-10.687023,18.610687,8.403810,1.423835,-7.507705,-324.1241,-75.0084,128.4785
70410,55.590724,37.671440,163.300003,1.188367,11,1,-0.032322,-1.608903,7.076063,23.435113,5.984733,9.053436,7.143300,0.205996,-8.545259,-326.5631,-75.0737,134.4728
70510,55.590724,37.671440,163.300003,1.188367,11,1,0.404620,-1.138443,8.201338,-0.625954,16.641220,21.328245,7.973021,-0.360753,-7.565556,-336.7423,-74.8602,144.9426
70610,55.590724,37.671440,163.300003,1.188367,11,1,0.608127,-0.535104,10.670957,-5.297709,-2.076336,21.160305,10.145688,-1.497786,-6.749341,-344.1542,-75.8865,152.0723
70710,55.590724,37.671440,163.300003,1.188367,11,1,-3.606865,0.063446,12.254722,-23.389310,-22.091600,-0.503817,12.272123,-3.380680,-10.882615,-343.9013,-77.9980,149.3997
70810,55.590724,37.671440,163.300003,1.188367,11,1,0.335188,0.160412,9.273941,-4.519084,-3.572519,-83.923667,8.794501,-2.450026,-8.133869,-305.9592,-76.0141,110.1477
70910,55.590724,37.671440,163.300003,1.188367,11,1,2.706645,0.623690,8.135498,14.442748,-4.702290,7.954198,7.465625,-1.923165,-6.003084,-304.8621,-76.9340,110.5054
71010,55.590724,37.671440,163.300003,1.188367,11,1,0.099359,-0.001197,6.676231,-35.068702,7.374045,-25.450382,6.303348,-1.898397,-8.690485,-304.7078,-74.4242,106.7469
71110,55.590724,37.671440,163.300003,1.188367,11,1,0.544681,-1.420959,10.709264,13.389313,8.000000,24.519081,10.549266,-1.369111,-7.846378,-310.7366,-75.9844,114.3956
71211,55.590724,37.671440,163.300003,1.188367,11,1,-0.697910,0.442927,7.674613,-25.526718,-7.877862,36.229003,7.138828,-2.898438,-9.338532,-320.4657,-79.2762,121.7659
71311,55.590724,37.671440,163.300003,1.188367,11,1,1.665167,-1.066617,12.631809,-38.229003,-24.946565,22.977098,11.919727,-3.603564,-6.907084,-325.2609,-82.6628,122.7555
71411,55.590724,37.671440,163.300003,1.188367,11,1,-0.767342,-2.806004,8.689756,3.694656,5.053435,8.244276,9.136828,-0.700134,-9.756546,-332.3893,-82.7173,130.3152
71511,55.590724,37.671440,163.300003,1.188367,11,1,-0.422577,-1.646014,8.001422,7.603053,-1.267176,5.282443,8.055286,-1.373557,-9.437328,-334.8322,-83.0744,133.5445
71611,55.590724,37.671440,163.300003,1.188367,11,1,-0.332794,-0.764947,6.726510,15.541984,4.809160,29.190837,6.592058,-1.530350,-9.426346,-356.7122,-83.8805,157.1509
71711,55.590724,37.671440,163.300003,1.188367,11,1,-1.187524,-1.432930,8.887277,2.458015,9.282444,-0.152672,8.934281,-1.617370,-9.906299,-356.8208,-82.9529,157.5074
71811,55.590724,37.671440,163.300003,1.188367,11,1,1.064223,-0.622492,12.101493,-14.198472,12.534352,15.618320,11.273268,-3.637740,-7.041424,-371.4178,-81.7881,170.7848
71911,55.590724,37.671440,163.300003,1.188367,11,1,-1.648408,0.675165,12.060791,-9.862595,0.595420,20.748090,11.104425,-5.032449,-9.851180,-386.4148,-81.3190,184.9407
72011,55.590724,37.671440,163.300003,1.188367,11,1,-1.837550,0.893037,8.046913,-20.152671,-0.885496,-63.648853,7.114915,-4.156303,-10.821556,-351.3534,-84.2298,147.4344
72111,55.590724,37.671440,163.300003,1.188367,11,1,1.859098,-0.240617,9.288306,12.885497,-9.511451,-21.251909,8.545172,-3.206987,-7.260666,-327.8580,-84.8506,125.1144
72211,55.590724,37.671440,163.300003,1.188367,11,1,-0.523133,-0.134075,6.350620,-20.213741,12.854961,-26.625953,5.829404,-2.576534,-9.767361,-312.4508,-82.3456,107.6153
72311,55.590702,37.671497,164.500000,1.188367,13,1,-1.467646,-0.870292,9.397242,-6.839694,4.412214,-8.656489,8.896829,-3.417075,-10.430816,-311.2097,-81.4091,105.6729
72432,55.590702,37.671497,164.500000,1.188367,13,1,0.116119,-0.815226,11.836934,-19.206106,-17.083969,26.351142,10.836494,-4.766756,-9.006954,-317.1445,-85.1697,109.3247
72532,55.590702,37.671497,164.500000,1.188367,13,1,2.144008,-1.819593,12.058398,-8.305344,-11.740458,6.610687,11.414452,-4.047683,-7.229985,-314.2603,-86.4799,105.5967
72632,55.590702,37.671497,164.500000,1.188367,13,1,3.722984,-1.367089,9.396045,14.641221,-1.389313,35.206108,8.937498,-3.032456,-5.941350,-351.1224,-89.0983,143.9954
72732,55.590702,37.671497,164.500000,1.188367,13,1,-1.611298,-2.270900,8.243237,-4.213740,2.244275,32.916030,8.342059,-1.793062,-11.509357,-560.3722,-89.3845,352.8496
72832,55.590702,37.671497,164.500000,1.188367,13,1,-0.179565,-0.648829,7.888895,14.061070,6.885496,22.977098,7.365160,-2.891085,-10.096362,-380.7697,-90.8299,174.6430
72932,55.590702,37.671497,164.500000,1.188367,13,1,-0.901417,-1.375469,10.062830,-6.717557,28.061067,-14.549619,9.582313,-3.297523,-10.933874,-544.0576,-88.7221,337.2762
73032,55.590702,37.671497,164.500000,1.188367,13,1,1.508347,-0.323217,11.699267,22.381677,13.038168,-7.648855,10.778031,-4.563608,-8.303334,-580.1570,-89.9685,375.6233
73132,55.590702,37.671497,164.500000,1.188367,13,1,1.714248,0.954089,11.136630,-4.625954,-24.778623,5.297709,9.728740,-5.590239,-8.401549,3061.9429,-88.4164,-3266.9398
73232,55.590702,37.671497,164.500000,1.188367,13,1,0.270545,0.831985,7.893683,6.564885,-21.114501,5.618320,6.849636,-4.013239,-10.034745,3080.3202,-86.2871,-3284.6673
73332,55.590702,37.671497,164.500000,1.188367,13,1,-0.140061,0.065841,5.840655,2.152672,-1.801527,-26.717557,5.292384,-2.438993,-10.229954,3040.9623,-87.0459,-3245.0109
73432,55.590702,37.671497,164.500000,1.188367,13,1,-0.805649,-0.183156,7.943961,-22.610687,6.320610,-44.717555,7.201300,-3.390572,-10.465762,2952.7901,-86.1848,-3158.9855
73532,55.590702,37.671497,164.500000,1.188367,13,1,-1.869871,-1.186327,8.819043,-16.931297,17.603054,-13.603053,8.380749,-3.229640,-11.225025,2931.9175,-84.3646,-3139.7634
73632,55.590702,37.671497,164.500000,1.188367,13,1,-1.060631,-1.218649,10.840946,-24.320608,4.748092,12.366412,10.004079,-4.461803,-10.189897,2917.9680,-85.0451,-3128.1900
73732,55.590702,37.671497,164.500000,1.188367,13,1,-0.511162,-2.393005,10.307039,-16.778625,-1.511450,5.938931,10.023448,-3.427528,-9.733417,2911.9622,-85.5296,-3123.8459
73832,55.590702,37.671497,164.500000,1.188367,13,1,1.843535,-1.741782,7.988254,14.732824,10.213740,-1.419847,7.666147,-2.367346,-7.383742,2908.0606,-84.5879,-3118.4546
73932,55.590702,37.671497,164.500000,1.188367,13,1,-0.609324,-1.385046,7.186196,0.259542,0.091603,34.671756,6.928489,-2.431212,-9.934259,2875.7464,-86.2108,-3085.9696
74032,55.590702,37.671497,164.500000,1.188367,13,1,-0.381875,-1.227028,8.182185,-7.129770,6.717557,4.595420,7.653977,-3.153576,-9.539860,2868.8663,-85.5068,-3079.7890
74132,55.590702,37.671497,164.500000,1.188367,13,1,1.052252,-1.006762,11.428722,7.419847,15.801527,35.633586,10.229712,-4.916299,-7.826880,2828.9987,-83.2683,-3039.0542
74232,55.590702,37.671497,164.500000,1.188367,13,1,-1.719037,0.539892,12.029667,-0.549618,-9.358779,6.167939,10.282492,-6.408278,-10.885436,2819.4932,-83.3779,-3029.5381
74332,55.590682,37.671554,165.000000,1.188367,13,1,-3.236961,-0.312443,9.408016,0.488550,-8.305344,-28.778625,8.480688,-4.356985,-12.666879,2825.5193,-86.2918,-3035.5555
74447,55.590682,37.671554,165.000000,1.188367,13,1,-0.250194,-0.453701,7.113173,21.435113,0.305343,-34.778625,6.513318,-2.899183,-9.999256,2864.2777,-89.5267,-3071.9249
74547,55.590682,37.671554,165.000000,1.188367,13,1,-1.309628,-0.331597,7.788338,-11.374045,13.480916,-29.648853,7.000576,-3.475206,-10.989093,3252.8177,-89.0324,-3461.6156
74647,55.590682,37.671554,165.000000,1.188367,13,1,-1.073799,-0.627281,8.483854,3.557252,-2.503817,-11.709924,7.750931,-3.507414,-10.875956,3324.0695,-89.0168,-3532.5218
74747,55.590682,37.671554,165.000000,1.188367,13,1,-0.331597,-0.440533,11.337742,-14.412213,12.809160,35.954196,10.026662,-5.259213,-10.616069,3226.7450,-92.4606,-3436.6244
74847,55.590682,37.671554,165.000000,1.188367,13,1,1.244985,-1.343147,12.921507,-18.351142,-0.015267,21.954196,11.708306,-5.693176,-8.899630,3274.6462,-91.9587,-3486.4066
74947,55.590682,37.671554,165.000000,1.188367,13,1,0.671574,-2.140416,10.534488,-22.106870,13.129771,48.396942,9.868462,-4.098524,-8.456318,3410.6817,-93.6300,-3624.7337
75047,55.590682,37.671554,165.000000,1.188367,13,1,-4.085705,-1.886631,6.466739,7.923664,8.137405,-8.656489,6.661050,-2.159104,-13.417710,3427.0162,-94.2928,-3640.3070
75147,55.590682,37.671554,165.000000,1.188367,13,1,-1.094150,-0.555455,7.365762,13.099237,1.664122,4.534351,6.594724,-3.462891,-10.334045,3422.0599,-94.4026,-3634.0232
75247,55.590682,37.671554,165.000000,1.188367,13,1,-2.773683,-1.440112,9.141062,-13.755725,8.259542,-4.320611,8.594485,-3.959719,-11.751312,3425.9069,-95.2435,-3639.2612
75347,55.590682,37.671554,165.000000,1.188367,13,1,-2.588132,-0.968455,9.882068,20.213741,11.725191,-31.450378,9.012505,-4.576891,-11.572556,3460.7012,-96.7335,-3672.1718
75447,55.590682,37.671554,165.000000,1.188367,13,1,2.871845,0.697910,11.010934,25.419845,-24.824424,-8.015267,9.291790,-5.664011,-6.407112,3482.1012,-95.3742,-3691.1609
75547,55.590682,37.671554,165.000000,1.188367,13,1,-0.860715,0.244209,8.682573,-8.488549,-14.213740,-5.465648,7.378303,-4.616097,-10.469852,3497.3241,-95.1921,-3707.3036
75648,55.590682,37.671554,165.000000,1.188367,13,1,-1.695095,-0.937330,6.664260,6.916030,3.206107,-22.839694,6.197833,-2.650096,-11.458361,3500.1165,-97.5138,-3709.4061
75748,55.590682,37.671554,165.000000,1.188367,13,1,-1.655591,-0.891840,7.762002,-15.251909,17.541984,-19.175573,7.090484,-3.445224,-11.087472,3487.9844,-99.7040,-3698.7073
75848,55.590682,37.671554,165.000000,1.188367,13,1,-1.855506,-0.108936,8.342597,-6.183206,-4.870229,5.893129,7.136124,-4.498400,-11.182816,3488.7146,-98.9751,-3700.0754
75948,55.590682,37.671554,165.000000,1.188367,13,1,-2.474407,-1.519121,10.480618,-36.748088,-17.938930,7.114504,9.340390,-5.090790,-12.068231,3493.9879,-97.6610,-3709.1344
76048,55.590682,37.671554,165.000000,1.188367,13,1,-1.956063,-2.126051,9.306262,-37.755722,6.473282,1.419847,8.519365,-4.423160,-11.482615,3485.2954,-97.7030,-3704.1733
76148,55.590682,37.671554,165.000000,1.188367,13,1,-0.623690,-1.698686,7.843405,18.656486,-1.068702,-21.877861,7.245225,-3.465163,-10.347843,3494.6390,-99.6459,-3711.7192
76248,55.590682,37.671554,165.000000,1.188367,13,1,-0.952892,-1.090559,7.497443,5.664122,6.427480,21.862592,6.652914,-3.680972,-10.512457,3488.1513,-97.7080,-3704.5640
76348,55.590675,37.671607,166.800003,1.188367,13,1,-2.200271,-1.067814,8.974665,-27.419845,26.427478,4.671756,7.671191,-5.073474,-11.199029,3466.0017,-98.2579,-3684.9794
76467,55.590675,37.671607,166.800003,1.188367,13,1,-0.132878,-1.119289,11.549630,4.778625,10.412214,-7.740458,9.737589,-6.210889,-8.680310,3464.8376,-99.7812,-3683.2285
76567,55.590675,37.671607,166.800003,1.188367,13,1,2.719813,1.387440,13.290214,2.244275,-26.335878,15.847329,9.564736,-8.924217,-5.956153,3469.3150,-96.7963,-3687.5442
76667,55.590675,37.671607,166.800003,1.188367,13,1,-1.447295,0.268151,9.625888,0.335878,-20.061069,8.381680,7.382597,-6.272944,-10.792412,3477.5283,-94.8530,-3695.7818
76767,55.590675,37.671607,166.800003,1.188367,13,1,-1.478420,-0.026336,4.783615,2.229007,-0.061069,-35.984729,3.686094,-3.103435,-11.167089,3500.5666,-97.8856,-3718.6794
76867,55.590675,37.671607,166.800003,1.188367,13,1,-2.057816,-0.912191,8.325837,-12.549618,11.786259,-31.587783,6.866656,-4.912406,-11.568343,3494.6551,-101.1948,-3713.9783
76967,55.590675,37.671607,166.800003,1.188367,13,1,-1.707066,-0.775721,9.008184,4.625954,7.755725,-17.312976,7.373760,-5.358047,-11.064501,3493.6535,-103.0696,-3712.4857
77067,55.590675,37.671607,166.800003,1.188367,13,1,-1.254562,0.156820,9.283517,-6.320610,-9.709923,-5.496183,6.948035,-6.242952,-10.536422,3497.7014,-103.3237,-3717.2901
77167,55.590675,37.671607,166.800003,1.188367,13,1,-1.209072,-0.978031,8.773552,-23.190837,8.992367,-29.404581,7.060414,-5.382555,-10.563137,3494.3171,-106.3883,-3716.1955
77267,55.590675,37.671607,166.800003,1.188367,13,1,1.881842,-0.237026,8.462306,5.603054,6.763358,-59.618312,6.907673,-4.705560,-7.493667,3498.1430,-112.3110,-3719.5994
77367,55.590675,37.671607,166.800003,1.188367,13,1,-0.464475,-0.389058,7.029376,-2.396947,6.641221,-43.969467,5.453209,-4.476591,-9.763375,3498.5211,-116.7506,-3720.2671
77467,55.590675,37.671607,166.800003,1.188367,13,1,-0.782904,-0.916979,7.290344,19.465646,-2.396947,-75.114494,5.900358,-4.388920,-10.531950,3503.8993,-124.0641,-3724.1100
77568,55.590675,37.671607,166.800003,1.188367,13,1,-1.162385,-2.197877,10.474633,26.473279,11.221374,-102.824424,8.938227,-5.683984,-11.730230,3506.5387,-134.5110,-3724.0686
77668,55.590675,37.671607,166.800003,1.188367,13,1,-1.924938,-1.210269,9.551668,31.557249,-14.442748,-117.603034,7.125505,-6.337869,-12.143976,3511.8832,-146.1626,-3727.1378
77768,55.590675,37.671607,166.800003,1.188367,13,1,-3.803190,-1.341950,8.917204,6.625954,14.396947,-120.458007,5.591968,-7.509074,-12.657143,3511.3158,-158.1546,-3724.9289
77868,55.590675,37.671607,166.800003,1.188367,13,1,-0.328006,-0.812831,9.354146,20.320610,-2.549618,-24.732822,7.679202,-5.228113,-11.208443,3513.4272,-160.6331,-3725.1423
77968,55.590675,37.671607,166.800003,1.188367,13,1,-0.750582,-1.327585,7.388506,2.687023,6.396946,-5.312977,5.939226,-4.237935,-11.725341,3513.4603,-161.1252,-3724.4318
78068,55.590675,37.671607,166.800003,1.188367,13,1,-2.032677,-1.849521,8.447941,-23.541982,-1.786260,21.633584,6.239866,-5.754078,-12.428647,3511.2117,-158.9766,-3724.7582
78168,55.590675,37.671607,166.800003,1.188367,13,1,-3.229778,-1.924938,8.904037,-35.496181,-13.099237,36.946563,5.897304,-7.110635,-12.649079,3508.1955,-155.3104,-3726.2449
78268,55.590675,37.671607,166.800003,1.188367,13,1,-3.013103,-1.298854,11.173740,-39.740459,-26.870227,64.213729,7.245650,-8.917779,-11.701920,3505.3631,-148.8076,-3728.9783
78419,55.590675,37.671607,166.800003,1.188367,13,1,2.404976,-1.916559,10.198102,-10.396947,-12.580152,94.595420,9.421061,-4.846972,-8.707168,3504.2404,-134.4169,-3729.8418
78519,55.590675,37.671607,166.800003,1.188367,13,1,-1.235408,-2.305616,6.760028,-7.694656,11.419848,70.427474,5.759298,-4.030987,-11.573485,3501.5901,-127.5243,-3727.2085
78619,55.590675,37.671607,166.800003,1.188367,13,1,-0.427365,-0.956484,8.070855,13.557251,5.190839,71.786262,6.395793,-5.028902,-10.007102,3500.9101,-120.4988,-3724.6417
78720,55.590675,37.671607,166.800003,1.188367,13,1,-0.156820,-0.447716,8.993819,9.740459,-7.450381,48.717555,6.917278,-5.763475,-9.588816,3501.8356,-115.5212,-3724.5741
78820,55.590675,37.671607,166.800003,1.188367,13,1,-2.032677,0.389058,10.070013,-1.465649,-4.763358,-2.396947,6.680358,-7.734441,-10.919999,3502.7480,-115.6909,-3725.7475
78920,55.590675,37.671607,166.800003,1.188367,13,1,-2.451663,-0.069432,9.783905,-11.022901,7.328244,-25.328245,6.523769,-7.555082,-11.256288,3500.7992,-118.2959,-3724.8081
79020,55.590675,37.671607,166.800003,1.188367,13,1,-0.533907,0.343568,9.428367,-3.923664,-1.587786,11.557252,6.478152,-6.868117,-9.407002,3500.3547,-117.1297,-3724.7489
79120,55.590675,37.671607,166.800003,1.188367,13,1,-1.045069,-0.493206,5.901707,6.442748,-4.183206,4.122138,4.349254,-4.081381,-10.575990,3501.6690,-116.6532,-3725.5019
79220,55.590675,37.671607,166.800003,1.188367,13,1,-0.998382,-0.221464,7.673417,-13.206107,-3.480916,24.549617,5.385875,-5.540445,-10.278841,3500.3259,-114.1737,-3725.4767
79320,55.590675,37.671607,166.800003,1.188367,13,1,-1.895011,-0.215478,7.978677,-19.587783,-6.519084,34.641220,5.249227,-6.171415,-11.093524,3498.5020,-110.6493,-3725.6245
79420,55.590675,37.671607,166.800003,1.188367,13,1,-2.195483,-1.258153,10.387245,-27.725191,-18.000000,26.473279,7.226671,-7.654714,-11.671732,3499.0097,-107.6963,-3729.1299
79520,55.590675,37.671607,166.800003,1.188367,13,1,0.353145,-0.768539,11.390415,-25.664119,-7.083969,47.709922,7.601850,-8.486773,-9.004483,3495.7721,-102.8778,-3728.4254
79620,55.590675,37.671607,166.800003,1.188367,13,1,1.519121,-0.913388,9.373300,5.603054,-14.580152,31.694656,6.643211,-6.646217,-8.164607,3499.1069,-99.4472,-3731.2714
79720,55.590675,37.671607,166.800003,1.188367,13,1,-1.222240,-1.717840,7.249643,-22.030534,7.648855,46.549613,5.578058,-4.965594,-10.915843,3487.1031,-95.0206,-3721.3360
79820,55.590675,37.671607,166.800003,1.188367,13,1,-0.918176,-0.580594,8.319851,2.366412,12.900763,39.190834,5.373513,-6.405244,-10.512524,3456.4554,-91.9123,-3690.3327
79920,55.590675,37.671607,166.800003,1.188367,13,1,-2.788048,-0.778116,9.685744,4.717557,-3.587786,5.282443,6.405771,-7.373491,-12.412421,3450.5868,-91.3098,-3683.9888
80020,55.590675,37.671607,166.800003,1.188367,13,1,-4.371812,-0.129287,8.054095,11.175573,15.557251,-45.160305,4.711546,-6.037172,-14.841707,3587.1105,-94.9470,-3819.4304
80120,55.590675,37.671607,166.800003,1.188367,13,1,1.492785,1.248576,8.604762,36.595420,12.183207,-63.603054,4.892349,-7.182700,-8.289079,3516.0011,-95.1782,-3744.3818
80220,55.590675,37.671607,166.800003,1.188367,13,1,0.816423,0.598550,9.343373,0.946565,-13.435114,-5.755725,5.827863,-7.353155,-9.267627,3530.1756,-95.8911,-3758.5194
80320,55.590675,37.671607,166.800003,1.188367,13,1,-1.065420,0.319626,6.238092,4.274809,-10.656489,-16.656488,3.782784,-4.895053,-11.177808,3534.7296,-97.8221,-3762.6677
80458,55.590667,37.671695,171.500000,1.188367,13,1,-2.454057,-0.871489,10.670957,-32.946563,6.580152,-12.946565,6.838744,-8.121646,-12.621194,3518.7384,-99.0650,-3751.1158
80558,55.590667,37.671695,171.500000,1.188367,13,1,-1.174356,-0.427365,11.161768,-5.480916,1.267176,13.664122,6.913797,-8.732332,-11.253236,3518.7065,-97.6952,-3751.6384
80658,55.590667,37.671695,171.500000,1.188367,13,1,2.019509,-0.664391,13.293806,-5.648855,-5.740458,36.656490,8.555288,-10.255684,-8.111627,3526.4476,-94.1587,-3760.0199
80758,55.590667,37.671695,171.500000,1.188367,13,1,1.544260,-0.545878,8.750807,6.564885,-1.465649,27.954196,5.747111,-6.650305,-8.391201,3539.9229,-91.5191,-3772.8725
80858,55.590667,37.671695,171.500000,1.188367,13,1,-2.676717,-0.931344,6.311116,-9.709923,4.702290,22.854961,4.498658,-4.564185,-12.412929,3566.5737,-89.3037,-3800.5041
80958,55.590667,37.671695,171.500000,1.188367,13,1,-1.049857,-0.312443,8.822633,9.832061,12.076336,12.152672,5.604886,-6.847039,-10.668033,3538.8375,-87.6264,-3771.7826
81058,55.590667,37.671695,171.500000,1.188367,13,1,-2.515109,-1.142034,10.340558,-24.229007,4.259542,10.824428,6.958766,-7.829294,-12.005487,3532.8210,-86.4728,-3768.1858
81158,55.590667,37.671695,171.500000,1.188367,13,1,-4.392163,-0.289698,9.798271,5.114504,-19.465646,-31.114501,5.873104,-7.845912,-14.203178,3523.8028,-90.0956,-3758.6381
81258,55.590667,37.671695,171.500000,1.188367,13,1,-0.318429,2.087744,7.502231,21.007633,-5.801526,-52.106864,2.879376,-7.239436,-9.598544,3118.5896,-95.2943,-3351.3236
81358,55.590667,37.671695,171.500000,1.188367,13,1,-0.101754,0.150835,9.091981,4.320611,-9.404580,-18.366413,5.430884,-7.292952,-9.681840,3138.0128,-96.3716,-3370.3961
81458,55.590667,37.671695,171.500000,1.188367,13,1,-1.812411,-0.561440,6.014235,-0.274809,1.603053,-32.870223,3.898685,-4.636935,-11.558836,3142.6947,-99.6203,-3375.1348
