time_ms,lat,lon,alt_m,speed_mps,sats,fix,ax,ay,az,gx,gy,gz,acc_nav_x,acc_nav_y,acc_nav_z,roll_deg,pitch_deg,yaw_deg
15976,55.590984,37.671501,176.600006,nan,11,1,1.544260,-3.136404,10.789470,-20.061069,-17.175571,-1.236641,-4.401347,10.331260,-8.216797,-99.7234,-13.2786,29.2683
16076,55.590984,37.671501,176.600006,nan,11,1,2.066196,-2.000355,7.589619,2.778626,-5.206107,7.557251,-2.249100,7.714028,-8.662872,-99.5365,-12.4458,29.6644
16176,55.590984,37.671501,176.600006,nan,11,1,1.289278,-1.819593,7.965509,-0.564885,-1.984733,14.015268,-3.010373,7.672148,-9.100757,-99.5850,-11.0308,29.6270
16304,55.590984,37.671501,176.600006,nan,11,1,0.554258,-2.548628,7.577648,2.335878,19.206106,-6.732824,-3.389100,7.117730,-8.366036,-98.8414,-12.2899,27.3035
16404,55.590984,37.671501,176.600006,nan,11,1,0.730232,-2.018312,8.249222,-3.267176,5.190839,-24.519081,-3.391562,7.774154,-8.960290,-99.1385,-14.7925,27.1643
16504,55.590984,37.671501,176.600006,nan,11,1,1.347936,-1.395820,10.867282,3.358778,11.297710,-9.145039,-3.608230,10.431840,-9.663665,-98.5464,-15.8748,26.1609
16604,55.590984,37.671501,176.600006,nan,11,1,0.769736,-0.769736,10.344149,8.259542,-11.541984,-16.122137,-3.959023,9.608393,-10.244051,-98.1132,-17.2976,27.5966
16704,55.590984,37.671501,176.600006,nan,11,1,0.134075,-0.800860,10.060436,-1.877863,0.259542,-29.725191,-4.409354,9.059670,-10.399699,-98.4236,-20.2440,28.0091
16804,55.590984,37.671501,176.600006,nan,11,1,0.141258,-0.117316,8.216900,-4.900763,16.045801,-25.770992,-3.163679,7.525756,-10.758115,-98.4675,-23.0284,26.7197
16904,55.590984,37.671501,176.600006,nan,11,1,0.196325,-0.776918,6.967127,-21.221374,-1.969466,-21.984733,-2.840350,6.399109,-10.215094,-100.8101,-25.1739,27.2831
17004,55.590984,37.671501,176.600006,nan,11,1,0.828394,-1.672350,9.818622,-16.946563,-4.641222,-3.725191,-3.783340,9.249771,-9.934747,-102.7519,-25.4527,27.8640
17104,55.590984,37.671501,176.600006,nan,11,1,1.578976,-1.151611,11.291056,-8.259542,-16.564886,28.824424,-3.620225,10.834466,-10.709779,-104.0440,-22.2758,28.9487
17204,55.590984,37.671501,176.600006,nan,11,1,0.990002,-2.580950,10.939108,-13.389313,-23.083967,13.099237,-4.820763,10.199566,-9.992655,-106.1700,-20.4448,31.0252
17304,55.590984,37.671501,176.600006,nan,11,1,2.189497,-1.663970,9.946711,-22.320608,3.862595,13.923665,-2.801290,9.907196,-10.513748,-108.1192,-19.2151,30.2154
17404,55.590984,37.671501,176.600006,nan,11,1,2.110489,-1.657985,9.069236,3.923664,13.557251,4.564886,-2.329468,9.160092,-10.153666,-107.2283,-19.2029,28.7006
17504,55.590984,37.671501,176.600006,nan,11,1,0.623690,-2.498349,6.781576,9.206108,27.129768,8.503817,-2.773830,6.656135,-9.017829,-105.3175,-19.1942,25.6899
17604,55.590984,37.671501,176.600006,nan,11,1,-0.035913,-1.751358,7.192182,22.473279,-0.183206,-7.282442,-3.286470,6.632666,-9.752974,-103.1432,-19.8917,25.9124
17704,55.590984,37.671501,176.600006,nan,11,1,0.764947,-4.824316,12.394783,6.229008,17.893127,-17.496183,-5.522707,11.910418,-7.541376,-102.0338,-22.0024,24.4824
17804,55.590984,37.671501,176.600006,nan,11,1,0.185551,-0.307655,10.924743,24.274806,-16.717557,-16.290075,-4.096307,10.028133,-11.268129,-100.4043,-23.2470,26.6122
17904,55.590984,37.671501,176.600006,nan,11,1,0.630872,0.457293,10.612299,-19.068702,-1.938931,-21.251909,-3.141789,9.921142,-12.026586,-102.5579,-25.3023,27.2375
18004,55.590984,37.671501,176.600006,nan,11,1,0.511162,-0.709881,7.484274,-15.374046,10.748091,-11.786259,-2.457030,7.084806,-10.546990,-103.7205,-26.6864,26.3605
18104,55.590984,37.671501,176.600006,nan,11,1,0.323217,-1.401805,7.232883,-27.725191,1.267176,-13.496183,-2.722262,6.836505,-10.292054,-106.5921,-28.0276,26.5810
18204,55.590984,37.671501,176.600006,nan,11,1,0.921768,-1.106121,8.840590,-10.167939,-17.190839,-3.404580,-2.735968,8.454220,-10.933523,-108.5376,-27.8629,28.5575
18347,55.590957,37.671432,172.800003,nan,11,1,1.471237,-1.423353,11.793838,18.656486,-20.961832,24.809160,-4.074140,11.182081,-11.090210,-106.7759,-23.5463,30.4964
18447,55.590957,37.671432,172.800003,nan,11,1,1.537077,-1.368286,10.811018,3.618321,1.068702,30.366413,-3.527987,10.374999,-10.819384,-105.9875,-20.6697,29.4287
18547,55.590957,37.671432,172.800003,nan,11,1,1.306037,-1.784877,9.035717,-13.786259,-10.259542,12.931298,-3.230283,8.706479,-10.352720,-107.6039,-19.1441,30.1022
18647,55.590957,37.671432,172.800003,nan,11,1,1.349133,-2.217031,7.356185,-13.755725,5.083969,13.435114,-2.552266,7.369129,-9.631375,-108.6702,-18.0172,29.1591
18747,55.590957,37.671432,172.800003,nan,11,1,0.398635,-0.521936,7.467515,8.396946,21.984733,18.458015,-2.456707,6.923912,-11.296326,-106.9609,-16.9723,26.3476
18847,55.590957,37.671432,172.800003,nan,11,1,0.774524,-1.370680,10.927137,7.206106,15.618320,-4.335878,-3.456714,10.398418,-11.150159,-105.8229,-17.8427,24.9179
18947,55.590957,37.671432,172.800003,nan,11,1,-1.509544,0.149638,9.378088,22.977098,1.404580,-22.748088,-4.445245,7.936796,-12.544662,-103.6814,-20.0696,25.4275
19047,55.590957,37.671432,172.800003,nan,11,1,0.494403,-0.059855,11.807006,0.625954,9.053436,-30.992364,-3.525677,11.043444,-12.101285,-103.5652,-23.2950,25.2714
19147,55.590957,37.671432,172.800003,nan,11,1,0.582988,1.065420,7.295133,-10.030535,-0.396947,-28.396944,-1.359535,6.878722,-12.157991,-104.8716,-26.0462,26.0386
19247,55.590957,37.671432,172.800003,nan,11,1,0.142455,-0.743400,7.037756,-23.664119,3.053435,-21.038167,-2.375097,6.566592,-10.964983,-107.3577,-28.1579,26.3111
19347,55.590957,37.671432,172.800003,nan,11,1,-0.575805,-1.776498,8.596382,-19.633586,-5.816794,-7.038168,-3.894804,7.770371,-11.162054,-109.7306,-28.6561,27.1790
19447,55.590957,37.671432,172.800003,nan,11,1,-0.050278,-1.854309,10.813412,-25.770992,-8.793892,19.083967,-4.007819,9.978619,-11.982750,-112.4080,-26.5629,27.3881
19547,55.590957,37.671432,172.800003,nan,11,1,0.963666,-1.720234,11.528081,-15.541984,-29.328243,15.755725,-3.609393,10.807274,-12.444761,-115.0175,-23.9883,29.7480
19647,55.590957,37.671432,172.800003,nan,11,1,2.149993,-1.413776,8.603565,-21.709920,4.412214,13.969465,-1.361411,8.736934,-11.373530,-116.7477,-22.9090,28.6638
19747,55.590957,37.671432,172.800003,nan,11,1,0.647632,-1.760935,7.095217,-0.076336,0.229008,25.221376,-2.260725,6.872699,-11.038542,-116.2670,-20.6670,27.4092
19847,55.590957,37.671432,172.800003,nan,11,1,0.703895,-2.463634,6.628347,-17.236640,8.656489,21.770992,-2.174965,6.740603,-10.384358,-117.3344,-19.0978,25.5498
19947,55.590957,37.671432,172.800003,nan,11,1,-0.685939,-1.985990,7.726089,-4.122138,6.961832,9.389312,-3.288794,7.044320,-11.721986,-117.3832,-18.5834,24.4391
20047,55.590957,37.671432,172.800003,nan,11,1,-0.199916,-3.575740,11.056424,-12.793892,-24.839693,-11.022901,-4.729475,10.366208,-12.096668,-119.5746,-18.4197,27.3009
20147,55.590957,37.671432,172.800003,nan,11,1,0.035913,-1.088165,8.961498,-4.122138,0.274809,-3.328244,-2.787795,7.908116,-13.150859,-120.0336,-18.7228,27.4489
20247,55.590957,37.671432,172.800003,nan,11,1,1.814805,-0.416591,9.837776,-7.648855,-9.236641,-14.259541,-1.302582,9.138424,-13.684973,-121.3114,-19.4949,29.0468
20379,55.590942,37.671405,171.500000,nan,11,1,0.191536,-2.154782,6.494272,-27.526718,-1.465649,-16.503816,-2.531570,6.099665,-11.606810,-125.4042,-21.2556,30.4231
20480,55.590942,37.671405,171.500000,nan,11,1,1.043872,-1.940501,8.160637,-41.419845,-27.297708,12.412213,-2.110795,7.511961,-13.057219,-130.1792,-18.6365,32.0551
20580,55.590942,37.671405,171.500000,nan,11,1,0.622492,-4.317943,9.478645,-23.496183,-6.854961,18.900762,-3.861939,9.258786,-12.676693,-132.2942,-16.7502,31.3209
20680,55.590942,37.671405,171.500000,nan,11,1,1.327585,-4.827908,9.369709,-21.755723,-37.740455,11.633588,-3.827240,9.497413,-12.637550,-135.0744,-13.3499,33.4187
20780,55.590942,37.671405,171.500000,nan,11,1,2.315193,-4.582502,8.486248,-2.274809,-11.404581,20.824426,-2.631849,9.285406,-12.093669,-135.1431,-11.0719,32.7311
20880,55.590942,37.671405,171.500000,nan,11,1,1.598130,-4.209007,6.199785,-14.427481,-42.625953,15.374046,-2.688575,7.026268,-11.259305,-136.9609,-6.9659,34.6842
20980,55.590942,37.671405,171.500000,nan,11,1,0.824802,-4.459201,5.981913,-8.458015,-0.488550,10.442749,-3.281650,6.619340,-11.134491,-137.7175,-6.2174,33.9489
21080,55.590942,37.671405,171.500000,nan,11,1,1.315614,-4.112041,6.700173,5.190839,-0.473282,14.259541,-2.855193,7.173866,-11.785430,-137.0870,-5.2231,32.9197
21180,55.590942,37.671405,171.500000,nan,11,1,0.184354,-5.172673,8.356962,-5.541985,37.282444,15.435114,-4.188420,8.506494,-12.400112,-137.3058,-6.9026,29.2354
21280,55.590942,37.671405,171.500000,nan,11,1,-0.562637,-4.484340,9.063251,18.900762,0.366412,8.992367,-4.741268,8.304500,-13.141923,-135.3327,-6.3198,28.5446
21380,55.590942,37.671405,171.500000,nan,11,1,-0.058658,-3.608062,9.787497,-9.099237,-36.503818,-34.839694,-4.796659,8.014904,-14.451005,-136.8013,-6.1728,33.6195
21480,55.590942,37.671405,171.500000,nan,11,1,1.085770,-3.154361,8.346188,-12.625955,3.251908,-3.206107,-3.096534,7.457390,-13.754631,-138.0651,-6.6294,33.6306
21580,55.590942,37.671405,171.500000,nan,11,1,0.590171,-3.694253,7.229292,-18.748090,2.534351,1.007634,-3.318158,6.773571,-12.867210,-139.9115,-6.7505,33.3847
21680,55.590942,37.671405,171.500000,nan,11,1,-0.138864,-4.088099,7.984663,-11.038168,3.984733,16.335878,-4.132460,7.100798,-13.410553,-140.8370,-6.0034,31.8678
21780,55.590942,37.671405,171.500000,nan,11,1,-0.099359,-4.122815,8.119935,-18.137405,-14.244276,6.290076,-4.200784,7.046127,-13.762194,-142.6940,-4.5017,32.2819
21880,55.590942,37.671405,171.500000,nan,11,1,0.840365,-4.352659,9.208100,-12.259541,-0.122137,16.274808,-3.633993,8.256696,-14.608945,-143.8187,-3.5057,30.9908
21980,55.590942,37.671405,171.500000,nan,11,1,1.454478,-4.412514,8.969877,22.473279,16.122137,23.664119,-2.759769,8.780720,-13.969236,-141.3960,-3.4100,28.1236
22080,55.590942,37.671405,171.500000,nan,11,1,0.418985,-4.708198,8.589200,11.740458,0.442748,40.488548,-3.414432,8.476289,-13.357878,-140.0318,-0.9184,24.9263
22180,55.590942,37.671405,171.500000,nan,11,1,-0.586579,-4.045004,6.909666,-6.473282,2.458015,32.702289,-3.432318,6.709540,-12.572672,-140.6364,0.9939,22.2617
22280,55.590942,37.671405,171.500000,nan,11,1,-2.118869,-4.162320,7.429208,14.580152,6.839694,37.312973,-4.735688,6.836353,-12.607574,-139.2360,2.8317,18.9426
22382,55.590923,37.671394,171.500000,1.409578,11,1,-1.555034,-4.574122,8.737640,4.977099,0.839695,26.152671,-4.419315,8.268647,-13.239756,-138.8310,4.5086,16.8637
22482,55.590923,37.671394,171.500000,1.409578,11,1,-1.130063,-3.683479,9.998187,8.839694,-19.007633,-16.122137,-4.586210,8.404325,-14.617346,-137.7527,4.8781,19.3362
22582,55.590923,37.671394,171.500000,1.409578,11,1,0.761356,-2.527080,9.625888,13.755725,-18.793893,-18.717557,-2.897237,7.987121,-15.044534,-136.1510,5.0109,21.9950
22682,55.590923,37.671394,171.500000,1.409578,11,1,0.470461,-1.523909,8.763976,-12.167939,11.801527,-18.183206,-2.519863,6.598980,-15.233865,-137.3245,2.9002,22.4907
22782,55.590923,37.671394,171.500000,1.409578,11,1,-0.056264,-1.482011,7.175423,-55.999996,27.587785,-21.358776,-2.087027,5.096167,-14.639828,-142.9397,-0.5759,22.1906
22882,55.590923,37.671394,171.500000,1.409578,11,1,-1.125275,-4.237737,7.088034,-62.549613,3.282443,-35.557250,-3.886879,6.209811,-13.780981,-149.2212,-2.9807,24.8303
22982,55.590923,37.671394,171.500000,1.409578,11,1,-0.824802,-4.691438,8.643069,33.312976,-33.862594,-6.351145,-4.680981,7.401919,-14.355556,-146.0085,-0.3964,27.1119
23083,55.590923,37.671394,171.500000,1.409578,11,1,-0.496797,-5.468357,9.904813,-0.503817,-2.992366,19.709922,-4.881342,8.824566,-14.959766,-146.0492,0.9671,25.6303
23183,55.590923,37.671394,171.500000,1.409578,11,1,0.987608,-4.224569,8.568848,3.725191,-14.137405,35.007633,-2.723205,7.886035,-14.565023,-145.7123,4.0949,23.5156
23283,55.590923,37.671394,171.500000,1.409578,11,1,1.144428,-4.380192,7.566874,-3.709923,4.519084,25.725189,-2.089420,7.603699,-13.752720,-146.2537,5.1708,21.1295
23383,55.590923,37.671394,171.500000,1.409578,11,1,-0.020351,-2.946065,6.859388,18.290077,12.412213,2.595420,-2.496120,5.880958,-13.668596,-144.5066,4.2829,20.2205
23483,55.590923,37.671394,171.500000,1.409578,11,1,-1.310825,-3.578135,7.593211,9.312977,8.549619,6.854961,-3.920710,6.452746,-13.701295,-143.6543,3.9848,19.1630
23583,55.590923,37.671394,171.500000,1.409578,11,1,-0.602142,-3.573346,9.101558,1.465649,4.870229,-8.885497,-3.606965,7.513809,-14.954680,-143.4780,3.0659,19.5911
23683,55.590923,37.671394,171.500000,1.409578,11,1,-1.273715,-3.558981,10.840946,7.954198,6.106870,3.877862,-4.549769,8.375862,-16.206599,-142.7187,2.8059,18.9150
23783,55.590923,37.671394,171.500000,1.409578,11,1,-0.130484,-2.482787,9.981428,-16.366411,-19.007633,-21.862592,-3.359962,7.111539,-16.435890,-144.2137,2.9940,21.8094
23883,55.590923,37.671394,171.500000,1.409578,11,1,-0.248997,-2.626439,8.329428,-18.167936,20.061069,-11.709924,-2.804899,6.236656,-15.245052,-146.0422,0.6819,21.5859
23983,55.590923,37.671394,171.500000,1.409578,11,1,-0.483629,-2.451663,6.894104,-10.824428,0.320611,-17.190839,-2.690037,5.161866,-14.266701,-147.1078,-0.3049,22.9940
24083,55.590923,37.671394,171.500000,1.409578,11,1,-0.979228,-2.603694,7.608773,-13.251909,17.954198,-4.320611,-3.097300,5.431671,-14.957884,-148.4298,-2.0472,22.3818
24183,55.590923,37.671394,171.500000,1.409578,11,1,-1.772906,-3.101688,8.644266,9.358779,15.251909,8.809161,-3.974832,6.262357,-15.504947,-147.4385,-2.8854,20.8317
24310,55.590923,37.671394,171.500000,1.409578,11,1,-2.433706,-4.475960,10.404004,-12.534352,10.519084,34.717552,-4.754366,8.209347,-16.455188,-148.8069,-1.6384,16.3910
24410,55.590923,37.671394,171.500000,1.409578,11,1,-0.749385,-3.792415,7.941567,-30.885496,-28.396944,14.091603,-2.881375,6.533957,-15.004492,-151.9030,1.5206,16.6564
24510,55.590923,37.671394,171.500000,1.409578,11,1,-0.202310,-3.787627,8.076840,-10.610688,-12.595420,2.229007,-2.509257,6.600386,-15.262008,-152.9535,2.7367,17.0531
24610,55.590923,37.671394,171.500000,1.409578,11,1,-0.799663,-3.645172,6.703765,0.366412,-4.549618,16.091602,-2.764279,5.757552,-14.058304,-152.9755,3.8736,15.8254
24710,55.590923,37.671394,171.500000,1.409578,11,1,-1.114501,-3.482366,8.085220,8.229008,4.809160,18.335878,-3.131490,6.273326,-15.245301,-152.2780,4.2784,13.9693
24810,55.590923,37.671394,171.500000,1.409578,11,1,-1.369483,-3.208230,9.789891,8.320611,9.099237,2.412214,-3.487610,6.872609,-16.779025,-151.4936,3.5851,13.3307
24910,55.590923,37.671394,171.500000,1.409578,11,1,-1.180341,-3.248932,11.830948,25.328245,-8.167940,-11.893130,-3.939132,8.162863,-18.159554,-148.8709,3.7352,14.7685
25010,55.590923,37.671394,171.500000,1.409578,11,1,0.338780,-2.782062,9.060856,-26.763359,-14.977099,-24.992366,-2.149128,6.436227,-16.433110,-151.3570,3.7253,17.6883
25110,55.590923,37.671394,171.500000,1.409578,11,1,-0.393846,-2.987964,7.255628,-8.396946,-20.351142,-20.900762,-2.853157,5.385103,-14.765213,-152.0137,4.5095,20.5041
25210,55.590923,37.671394,171.500000,1.409578,11,1,-0.383072,-2.788048,7.420828,-7.145038,2.793893,-3.068702,-2.787839,5.232574,-15.082706,-152.7172,4.1187,20.6444
25310,55.590923,37.671394,171.500000,1.409578,11,1,-1.088165,-3.041833,8.541315,-15.175572,9.740459,7.465649,-3.554685,5.575730,-16.104774,-154.3147,3.5953,19.5315
25410,55.590923,37.671394,171.500000,1.409578,11,1,-0.312443,-3.823540,10.072407,-11.877863,6.045802,14.946564,-3.114150,7.025151,-17.364414,-155.6036,3.6982,17.9193
25510,55.590923,37.671394,171.500000,1.409578,11,1,0.102951,-3.948039,10.380062,-25.984733,-21.938928,6.458015,-3.063267,6.911675,-17.942278,-158.1815,5.9630,18.2381
25610,55.590923,37.671394,171.500000,1.409578,11,1,0.621295,-5.031415,8.231266,-12.519083,7.145038,22.061067,-2.095431,7.281753,-15.809993,-159.6750,6.1196,15.9118
25710,55.590923,37.671394,171.500000,1.409578,11,1,-0.621295,-3.264494,7.134721,2.244275,-4.106870,17.877862,-2.640390,5.047908,-15.237501,-159.6151,7.1257,14.3692
25810,55.590923,37.671394,171.500000,1.409578,11,1,-0.945710,-3.410540,7.517793,9.786259,-4.595420,17.786256,-3.025084,5.357222,-15.391666,-158.8249,8.1760,12.8503
25910,55.590923,37.671394,171.500000,1.409578,11,1,-0.902614,-3.554192,8.629900,-0.778626,7.984733,9.343512,-3.070811,5.903193,-16.413055,-159.0693,7.7689,11.6787
26010,55.590923,37.671394,171.500000,1.409578,11,1,-1.193510,-3.529053,10.165781,2.351145,-1.053435,1.343511,-3.663483,6.353320,-17.771322,-158.8462,7.9153,11.5901
26110,55.590923,37.671394,171.500000,1.409578,11,1,-0.361524,-2.470816,10.471041,-4.305344,-22.839694,-22.778623,-3.251479,5.436829,-18.509931,-158.8668,9.2234,14.5670
26210,55.590923,37.671394,171.500000,1.409578,11,1,-0.168791,-2.580950,9.097967,-0.748092,5.343511,-21.221374,-2.773016,5.142660,-17.244810,-158.6515,7.9599,16.3772
26359,55.590896,37.671455,170.899993,1.409578,11,1,-0.575805,-2.801216,7.584831,0.916030,8.030535,-16.961832,-2.833216,4.763777,-15.721660,-158.2467,5.9254,18.3141
26459,55.590896,37.671455,170.899993,1.409578,11,1,-1.114501,-2.592921,8.662222,-13.603053,19.526718,-1.496183,-3.202178,4.688823,-16.931286,-159.6677,4.0563,17.7263
26559,55.590896,37.671455,170.899993,1.409578,11,1,-1.188721,-2.953248,9.506178,-14.717556,4.580152,4.213740,-3.369735,5.094436,-17.756100,-161.1788,3.7732,17.1706
26659,55.590896,37.671455,170.899993,1.409578,11,1,-1.735796,-3.728969,9.641450,4.610687,17.740455,16.625953,-3.756498,5.912635,-17.604420,-160.8593,2.6304,15.0199
26759,55.590896,37.671455,170.899993,1.409578,11,1,-0.059855,-3.502717,8.480263,6.091603,2.580152,-5.862595,-1.954805,5.855461,-16.594859,-160.2285,2.1944,15.4897
26859,55.590896,37.671455,170.899993,1.409578,11,1,-0.124498,-3.745728,8.779538,-10.152671,-11.251908,-4.244274,-2.275023,5.975431,-16.895004,-161.2139,3.1097,16.2703
26959,55.590896,37.671455,170.899993,1.409578,11,1,-0.474052,-2.588132,7.564480,-7.053435,-19.755725,3.969466,-2.366250,4.314659,-16.125597,-161.9051,5.1079,16.5311
27059,55.590896,37.671455,170.899993,1.409578,11,1,-0.995988,-3.479972,7.722497,-0.732824,-4.473282,-3.877862,-3.184179,4.989278,-15.947274,-161.9330,5.4127,17.0406
27159,55.590896,37.671455,170.899993,1.409578,11,1,-0.778116,-3.519476,9.556456,15.374046,14.320611,-7.465649,-3.179782,5.843929,-17.556199,-160.3704,3.8197,17.3075
27259,55.590896,37.671455,170.899993,1.409578,11,1,-1.100136,-3.780444,11.664551,17.877862,-3.587786,-17.648855,-4.144623,6.817771,-19.182358,-158.4636,3.5647,19.0943
27359,55.590896,37.671455,170.899993,1.409578,11,1,-0.108936,-2.491167,8.991425,5.389312,-4.870229,-12.320611,-2.520774,5.141999,-17.173403,-157.8422,3.5655,20.4217
27459,55.590896,37.671455,170.899993,1.409578,11,1,-0.403423,-2.294842,8.781932,1.587786,9.160305,-8.916030,-2.606457,4.850759,-17.033537,-157.6535,2.3808,20.9029
27559,55.590896,37.671455,170.899993,1.409578,11,1,-0.982820,-2.354697,7.546524,0.183206,13.709923,-7.694656,-2.815510,4.326518,-15.874162,-157.6272,0.8202,21.0934
27659,55.590896,37.671455,170.899993,1.409578,11,1,-1.534683,-2.482787,8.037336,-26.961832,-0.442748,-7.816794,-3.362377,4.088059,-16.522336,-160.3128,0.5636,21.8332
27759,55.590896,37.671455,170.899993,1.409578,11,1,-1.076194,-2.451663,9.453506,-5.435114,-11.251908,12.595420,-3.217848,4.564492,-17.890491,-160.8643,2.0474,21.0263
27859,55.590896,37.671455,170.899993,1.409578,11,1,-2.015918,-3.873818,9.870097,-17.618320,26.381677,-2.137405,-4.131019,5.550334,-18.090229,-162.6498,-0.5151,20.3630
27959,55.590896,37.671455,170.899993,1.409578,11,1,-0.296881,-3.432088,8.019379,-14.274808,-25.496181,9.496184,-2.423320,4.969319,-16.560256,-164.0760,2.2017,20.2169
28059,55.590896,37.671455,170.899993,1.409578,11,1,-0.646434,-4.088099,8.407239,16.488550,-3.267176,9.847328,-3.052307,5.744734,-16.551541,-162.4601,2.7860,19.3590
28160,55.590896,37.671455,170.899993,1.409578,11,1,-0.952892,-3.157952,6.823475,-17.099237,-25.374046,11.450381,-3.017241,4.138641,-15.393097,-164.2032,5.5782,19.0282
28260,55.590892,37.671497,171.399993,1.409578,11,1,-0.738611,-3.452439,7.923611,6.702290,6.122138,17.480916,-2.940776,4.885578,-16.343580,-163.7135,5.4650,17.1707
28377,55.590892,37.671497,171.399993,1.409578,11,1,-1.175553,-3.434482,10.326192,12.412213,10.213740,5.480916,-3.576051,5.628683,-18.486375,-162.3522,4.4978,16.2157
28477,55.590892,37.671497,171.399993,1.409578,11,1,-1.215057,-2.313996,11.486183,-15.984732,-37.251907,-19.419845,-4.199869,4.299571,-19.937698,-163.7163,7.4589,19.2048
28577,55.590892,37.671497,171.399993,1.409578,11,1,-0.162806,-2.803610,9.196129,-34.458011,-28.045801,-21.862592,-3.243617,3.897377,-17.976407,-166.7844,9.5380,22.1144
28677,55.590892,37.671497,171.399993,1.409578,11,1,-0.016759,-2.716222,6.817489,-9.664123,-1.847328,-21.984733,-2.604661,3.365524,-15.785386,-167.3841,9.2152,24.3275
28777,55.590892,37.671497,171.399993,1.409578,11,1,-0.316035,-3.038242,7.787141,2.839694,28.473281,-3.679389,-2.900085,3.846720,-16.644969,-167.1428,6.3563,24.0612
28877,55.590892,37.671497,171.399993,1.409578,11,1,-0.694318,-2.881422,8.708909,0.946565,13.267176,13.374045,-3.125795,3.832386,-17.563711,-167.2262,5.3604,22.4522
28977,55.590892,37.671497,171.399993,1.409578,11,1,-0.666785,-3.281253,10.384850,2.854962,0.564885,23.587783,-3.413739,4.614447,-19.086176,-167.1578,5.8268,20.1291
29077,55.590892,37.671497,171.399993,1.409578,11,1,-0.666785,-3.544615,10.687717,-0.977099,-9.007633,22.610687,-3.578309,4.911456,-19.309781,-167.4600,7.2076,18.1144
29177,55.590892,37.671497,171.399993,1.409578,11,1,-0.940921,-3.784036,8.207324,-26.442749,12.076336,11.022901,-3.150184,4.394327,-17.109435,-170.2735,6.2681,16.7656
29277,55.590892,37.671497,171.399993,1.409578,11,1,-0.918176,-2.843115,6.222530,-6.427480,-2.748092,2.076336,-2.581733,3.183045,-15.360848,-170.9336,6.5741,16.6064
29377,55.590892,37.671497,171.399993,1.409578,11,1,-1.211466,-3.088520,6.749255,16.030532,5.618320,5.786259,-2.953813,3.603943,-15.709669,-169.4066,6.1105,15.9421
