time_ms,ax_raw,ay_raw,az_raw,gx_raw,gy_raw,gz_raw,temp_raw
138428,430,16038,-194,-736,-85,1,-3276
138438,440,16034,-154,-806,-105,-14,-3275
138448,408,16046,-154,-816,-86,-52,-3273
138458,318,16092,-78,-835,-72,-58,-3276
138468,364,15992,-68,-852,-57,-24,-3276
138478,310,15964,-56,-757,-34,-8,-3274
138488,356,16018,-146,-602,-74,-18,-3272
138498,408,16058,-182,-554,-67,-20,-3271
138508,430,16070,-186,-569,-51,-18,-3278
138518,392,16068,-166,-629,-46,-9,-3279
138528,304,15952,-110,-688,-48,-2,-3276
138539,356,16004,-106,-661,-102,2,-3279
138549,424,16032,-110,-686,-96,24,-3276
138559,450,16040,-118,-633,-27,-11,-3281
138569,412,16010,-196,-562,38,-86,-3283
138579,344,16018,-186,-562,58,-115,-3280
138589,332,16028,-180,-641,56,-107,-3276
138599,390,16014,-162,-694,40,-84,-3277
138609,334,15986,-134,-718,3,-53,-3274
138619,370,16010,6,-714,-57,-5,-3276
138629,376,16068,-108,-641,-37,-25,-3276
138639,376,16060,-156,-580,-16,-59,-3278
138649,362,16082,-220,-577,-2,-77,-3274
138659,336,16088,-250,-651,-11,-70,-3269
138669,312,16048,-276,-738,-60,-54,-3274
138679,374,16070,-228,-874,-123,-16,-3273
138689,398,16058,-184,-1037,-154,8,-3276
138699,392,15978,-180,-1103,-163,12,-3274
138710,366,16010,-38,-1104,-180,23,-3264
138720,348,15988,-90,-1074,-180,44,-3268
138730,380,15962,-74,-1038,-180,67,-3275
138740,484,16038,-8,-984,-162,66,-3282
138750,448,15998,-50,-842,-103,10,-3280
138760,448,16020,-58,-699,-33,-44,-3279
138770,390,16002,-76,-582,43,-98,-3275
138780,396,16024,-168,-495,67,-146,-3274
138790,352,16062,-130,-488,50,-163,-3276
138800,408,16018,-92,-511,39,-175,-3275
138810,340,16036,-292,-540,34,-181,-3275
138820,260,16080,-310,-722,-8,-120,-3276
138830,376,16044,-120,-1035,-105,44,-3270
138840,376,16044,-120,-1035,-105,44,-3270
138850,446,15952,106,-865,-139,87,-3269
138860,460,16024,82,-592,-98,15,-3274
138870,416,16056,30,-373,-2,-83,-3274
138880,394,16074,-110,-315,48,-157,-3276
138890,270,16026,-278,-427,39,-148,-3272
138900,276,16036,-232,-665,-36,-46,-3272
138910,302,16058,-114,-861,-97,23,-3274
138920,362,16000,-68,-919,-110,44,-3274
138930,352,15988,-152,-859,-79,24,-3273
138940,406,15988,44,-790,-50,0,-3275
138950,376,15980,-108,-630,-33,-24,-3274
138960,446,15974,-58,-536,-4,-36,-3273
138970,474,16020,-34,-414,8,-88,-3271
138980,358,16086,-146,-351,32,-161,-3272
138990,334,16096,-238,-454,28,-192,-3275
139000,324,16060,-390,-672,0,-184,-3275
139010,304,16024,-304,-947,-64,-116,-3271
139020,292,15994,-210,-1200,-134,13,-3272
139030,376,15944,-6,-1312,-186,124,-3280
139040,376,15938,84,-1183,-157,135,-3277
139051,478,15982,172,-861,-109,67,-3276
139061,414,16004,-64,-503,-45,-18,-3272
139071,424,16028,-74,-345,5,-58,-3273
139081,392,16022,-128,-306,17,-99,-3276
139091,384,16094,-134,-333,28,-128,-3281
139101,382,16088,-218,-393,36,-138,-3273
139111,340,16060,-264,-475,17,-139,-3272
139121,282,16044,-264,-618,-30,-84,-3271
139131,322,16014,-232,-773,-88,-18,-3271
139141,310,15986,-88,-860,-127,40,-3279
139151,406,16006,-88,-848,-118,54,-3277
139161,474,15984,16,-760,-85,28,-3276
139171,374,16024,-170,-602,-33,-43,-3278
139181,344,16022,-208,-572,-2,-71,-3277
139191,372,15966,-224,-642,-30,-58,-3278
139201,422,16068,-90,-699,-65,-42,-3273
139211,390,16026,-102,-741,-50,-56,-3276
139222,408,15976,16,-754,-17,-60,-3275
139232,428,16004,-172,-687,18,-83,-3273
139242,394,15972,-90,-588,28,-116,-3275
139252,310,16006,-162,-499,34,-146,-3272
139262,312,16014,-254,-524,23,-142,-3269
139272,334,16004,-216,-619,-22,-75,-3279
139282,378,16058,-264,-691,-67,-44,-3277
139292,348,16070,-204,-773,-83,-21,-3276
139302,392,16026,-94,-796,-82,8,-3273
139312,374,16018,-118,-749,-65,3,-3275
139322,300,16028,-198,-663,-63,11,-3277
139332,372,16018,-130,-645,-110,40,-3275
139342,420,16018,-78,-667,-114,49,-3272
139352,432,16046,-118,-694,-84,24,-3271
139362,374,16038,-216,-731,-57,-4,-3269
139372,432,16046,-186,-800,-82,-1,-3274
139382,488,16050,-114,-874,-71,-69,-3270
139392,488,16050,-114,-874,-71,-69,-3270
139402,324,16038,-120,-826,-34,-116,-3277
139412,258,15998,-256,-795,-38,-71,-3275
139422,336,15976,-156,-845,-89,1,-3270
139432,408,16008,-124,-893,-114,60,-3272
139442,418,15974,-100,-850,-107,56,-3273
139452,364,15996,-84,-763,-97,36,-3274
139462,416,15988,-88,-672,-67,-7,-3270
139472,408,15982,-110,-600,-26,-51,-3275
139482,370,16022,-160,-517,2,-78,-3268
139492,302,16060,-188,-473,-12,-81,-3270
139502,368,16050,-228,-578,-30,-44,-3275
139512,396,16052,-154,-719,-53,-4,-3266
139522,394,16052,-124,-791,-74,20,-3266
139532,390,16018,-30,-776,-43,9,-3269
139542,392,15988,-32,-638,-8,-29,-3270
139552,358,16010,-140,-476,18,-51,-3271
139563,392,15986,-138,-409,20,-29,-3267
139573,406,15960,-130,-378,42,-49,-3266
139583,382,16040,-224,-289,42,-102,-3270
139593,380,16116,-306,-371,15,-105,-3271
139603,254,16122,-412,-578,-51,-97,-3270
139613,286,16110,-286,-874,-124,-28,-3270
139623,352,16040,-180,-1134,-199,48,-3272
139633,366,16024,-146,-1196,-222,75,-3274
139643,440,15962,18,-1124,-202,70,-3269
139653,398,16030,-26,-911,-152,10,-3272
139663,436,15998,-2,-696,-93,-28,-3273
139673,422,16026,-60,-540,-47,-55,-3271
139683,362,15998,-136,-465,-6,-49,-3271
139693,344,16080,-200,-488,-7,-40,-3273
139703,394,16052,-280,-591,-16,-14,-3278
139713,452,16128,-238,-693,-41,-29,-3275
139723,404,16080,-212,-753,-36,-62,-3275
139734,356,16030,-194,-847,-51,-84,-3274
139744,372,15988,-96,-921,-41,-89,-3270
139754,400,15956,-118,-888,-62,-56,-3274
139764,366,15996,-92,-793,-72,-44,-3268
139774,434,16038,-28,-687,-89,-24,-3269
139784,392,16018,-62,-619,-78,-18,-3269
139794,358,16044,-86,-562,-49,-13,-3269
139804,266,16040,-324,-588,-49,-5,-3270
139814,406,16012,-220,-743,-133,52,-3269
139824,436,16080,-220,-806,-157,48,-3263
139834,432,16050,-72,-863,-129,23,-3264
139844,388,16024,-92,-837,-80,-18,-3271
139854,370,16064,-108,-788,-33,-47,-3272
139864,336,15976,-80,-812,-24,-24,-3269
139874,416,16010,-118,-749,-85,-11,-3274
139884,436,16054,-68,-665,-68,-43,-3274
139894,430,16038,-82,-550,-2,-96,-3269
139904,384,16042,-148,-460,49,-148,-3264
139914,292,16034,-348,-488,33,-136,-3267
139924,402,16008,-180,-768,-118,24,-3269
139934,410,16026,-98,-764,-98,8,-3271
139944,410,16026,-188,-709,-61,-31,-3270
139954,360,16058,-260,-746,-43,-44,-3270
139964,348,15988,-178,-831,-62,-27,-3267
139974,380,16028,-168,-867,-85,13,-3266
139984,438,16014,-88,-793,-92,1,-3267
139994,414,16072,-128,-654,-72,-34,-3266
140004,444,16048,-72,-600,-41,-52,-3267
140014,362,15998,-176,-563,-22,-81,-3263
140024,380,16038,-108,-555,-36,-94,-3273
140034,402,16060,-112,-526,-30,-115,-3270
140044,318,16028,-188,-536,-32,-113,-3264
140054,284,16062,-274,-645,-64,-76,-3259
140064,352,16030,-264,-785,-114,-9,-3260
140075,430,15990,-22,-824,-126,30,-3259
140085,432,15992,-110,-721,-70,-8,-3271
140095,396,15958,-136,-575,5,-55,-3266
140105,354,16018,-156,-530,41,-71,-3274
140115,392,16082,-236,-591,3,-39,-3264
140125,376,16032,-200,-692,-34,-4,-3265
140135,400,16058,-146,-744,-26,-14,-3266
140145,356,16040,-208,-701,-2,-58,-3259
140155,342,16020,-134,-700,-25,-56,-3265
140165,402,16046,-224,-721,-66,-45,-3263
140175,442,15996,-102,-732,-67,-54,-3267
140185,432,16026,-206,-711,-41,-76,-3263
140195,372,15990,-226,-709,-38,-87,-3266
140205,384,15990,-158,-746,-45,-76,-3269
140215,348,16000,-206,-787,-61,-55,-3264
140225,350,15992,-188,-853,-95,-10,-3264
140235,344,16008,-142,-917,-117,48,-3266
140246,398,15978,-170,-910,-120,71,-3268
140256,358,15974,-54,-780,-111,60,-3265
140266,382,15964,-72,-654,-110,33,-3265
140276,402,16034,-200,-545,-78,-32,-3273
140286,342,16064,-206,-581,-61,-38,-3272
140296,370,16022,-216,-685,-81,-25,-3265
140306,356,16026,-216,-738,-111,-8,-3263
140316,412,16042,-202,-780,-129,8,-3264
140326,440,16012,-138,-802,-113,10,-3258
140336,440,15972,-68,-784,-83,-3,-3261
140346,426,16004,-88,-755,-36,-11,-3265
140356,372,16012,-84,-698,-4,-58,-3264
140366,338,16004,-272,-649,-15,-98,-3269
140376,356,16084,-206,-708,-31,-59,-3265
140386,368,16018,-136,-775,-49,-26,-3262
140396,374,16000,-192,-796,-90,2,-3260
140406,366,16016,-116,-814,-120,53,-3264
140416,486,16008,-68,-760,-98,43,-3275
140426,470,15978,-104,-658,-41,6,-3271
140436,444,16030,-114,-538,3,-44,-3262
140446,406,15986,-78,-447,31,-96,-3266
140456,352,16056,-268,-479,39,-130,-3258
140466,352,16056,-268,-479,39,-130,-3258
140476,276,16050,-358,-823,-63,-12,-3268
140486,332,16078,-216,-1022,-159,69,-3270
140496,412,16008,-66,-1179,-188,130,-3269
140506,438,15984,18,-1163,-187,123,-3268
140516,470,15998,50,-989,-132,49,-3266
140526,454,16018,26,-743,-57,-49,-3263
140536,432,16004,-50,-558,12,-111,-3269
140546,384,16038,-184,-467,48,-173,-3263
140556,402,16038,-228,-507,29,-162,-3266
140566,306,16030,-374,-630,-25,-110,-3259
140576,394,16050,-288,-849,-85,-21,-3263
140587,416,16014,-140,-990,-146,54,-3265
140597,404,16006,-6,-945,-148,72,-3263
140607,466,15952,86,-756,-82,20,-3269
140617,446,16020,-28,-508,-7,-73,-3267
140627,422,16016,-152,-353,52,-127,-3264
140637,386,16046,-232,-321,50,-140,-3268
140647,332,16060,-378,-413,10,-110,-3260
140657,340,16090,-384,-621,-81,-37,-3261
140667,314,16044,-340,-833,-161,25,-3268
140677,314,16006,-162,-1014,-234,125,-3264
140687,418,16006,-6,-1079,-261,180,-3268
140697,432,15960,0,-909,-229,144,-3260
140707,520,16024,42,-733,-141,76,-3267
140717,502,16056,-28,-555,-37,-41,-3268
140727,460,16024,-88,-436,29,-149,-3264
140737,426,16084,-180,-449,79,-211,-3264
140747,326,16064,-240,-544,72,-224,-3265
140758,280,16044,-302,-734,14,-159,-3262
140768,324,16028,-228,-972,-69,-38,-3269
140778,412,15976,-72,-1108,-112,57,-3258
140788,390,16014,-80,-1078,-132,105,-3263
140798,488,15914,78,-940,-131,107,-3265
140808,468,15978,-46,-692,-67,20,-3267
140818,528,15952,24,-470,21,-73,-3271
140828,434,16030,-72,-256,96,-182,-3271
140838,386,16066,-210,-219,140,-224,-3266
140848,380,16060,-216,-301,159,-226,-3264
140858,312,16032,-282,-444,117,-197,-3266
140868,276,15990,-306,-609,34,-120,-3266
140878,298,16042,-346,-780,-70,-27,-3265
140888,324,16064,-282,-965,-168,55,-3259
140898,370,16058,-222,-1183,-255,164,-3265
140908,416,16008,-26,-1268,-291,236,-3264
140918,564,16014,124,-1170,-256,237,-3262
140928,534,16000,80,-872,-143,111,-3261
140938,496,15992,0,-551,-20,-64,-3269
140948,436,16084,-146,-367,69,-196,-3270
140958,308,16074,-336,-386,88,-250,-3265
140968,254,16100,-368,-589,32,-208,-3261
140978,376,16042,-242,-875,-54,-88,-3263
140988,308,15980,-230,-1007,-122,-11,-3271
140998,472,15916,12,-956,-138,90,-3268
141008,552,15972,106,-741,-86,56,-3272
141018,552,15972,106,-741,-86,56,-3272
141028,438,16042,-34,-152,79,-184,-3265
141038,366,16086,-198,-52,117,-252,-3265
141048,342,16068,-336,-205,107,-232,-3267
141058,262,16088,-410,-470,47,-172,-3262
141068,312,16086,-306,-813,-52,-43,-3259
141078,322,16004,-228,-1106,-125,73,-3260
141088,394,16014,-70,-1198,-162,124,-3260
141099,430,16030,-90,-1140,-156,113,-3267
141109,448,16014,28,-1019,-113,88,-3268
141119,432,15990,-72,-820,-47,26,-3262
141129,390,16014,-36,-646,-41,-29,-3256
141139,350,16016,-182,-562,-29,-41,-3264
141149,388,16018,-264,-616,-69,-17,-3270
141159,448,16018,-112,-692,-100,21,-3270
141169,454,16084,-142,-667,-87,8,-3260
141179,408,16040,-182,-638,-40,-60,-3265
141189,392,16076,-156,-668,8,-118,-3265
141199,366,16044,-206,-778,1,-120,-3268
141209,370,16010,-98,-845,-36,-95,-3267
141219,330,15968,4,-803,-60,-65,-3261
141229,428,15950,62,-623,-40,-78,-3260
141239,412,16012,-140,-396,13,-115,-3262
141249,454,16034,-88,-283,47,-124,-3267
141259,394,16024,-228,-268,59,-138,-3262
141270,330,16054,-274,-397,53,-128,-3265
141280,342,16030,-272,-599,-7,-94,-3257
141290,392,16060,-178,-742,-35,-76,-3257
141300,334,16062,-180,-826,-41,-60,-3254
141310,332,16034,-146,-838,-66,-48,-3256
141320,388,16010,-98,-812,-76,-32,-3254
141330,364,16010,-202,-750,-71,-17,-3261
141340,352,16046,-162,-701,-68,-19,-3262
141350,410,16038,-156,-694,-52,4,-3259
141360,416,15998,-122,-668,-41,-16,-3256
141370,418,16040,-238,-630,-39,-54,-3261
141380,392,16058,-162,-636,-19,-82,-3258
141390,316,16062,-252,-696,-24,-61,-3264
141400,426,16054,-158,-763,-76,-10,-3265
141410,372,16074,-226,-793,-86,0,-3257
141420,454,16052,-92,-818,-67,-1,-3257
141430,412,16014,-112,-717,-32,-64,-3258
141440,430,16076,-150,-616,12,-114,-3265
141450,390,16058,-202,-598,23,-141,-3262
141460,346,16028,-332,-616,27,-148,-3256
141470,372,16060,-244,-724,-25,-95,-3258
141480,296,16054,-282,-857,-75,-24,-3259
141490,364,16026,-124,-969,-125,45,-3264
141500,380,16042,-168,-975,-134,43,-3266
141510,392,16028,-100,-973,-121,36,-3259
141520,374,15994,-44,-912,-104,0,-3263
141530,374,15994,-44,-912,-104,0,-3263
141540,402,16016,-76,-841,-106,-10,-3259
141550,440,16022,-72,-690,-58,-41,-3256
141560,376,16034,-110,-636,-21,-57,-3254
141570,406,16024,-134,-654,-11,-39,-3260
141580,424,15994,-32,-653,0,-37,-3259
141590,380,16018,-128,-549,0,-60,-3260
141600,364,16002,-242,-507,-20,-74,-3257
141611,402,16032,-220,-560,-43,-48,-3254
141621,350,16056,-128,-639,-73,-45,-3257
141631,320,16056,-166,-689,-93,-46,-3261
141641,362,16070,-290,-767,-98,-43,-3266
141651,350,16044,-196,-902,-123,-12,-3261
141661,376,16016,-68,-958,-129,14,-3266
141671,396,15960,-40,-888,-117,26,-3264
141681,434,15978,44,-759,-103,12,-3258
141691,414,15966,-68,-596,-33,-34,-3253
141701,438,16034,-96,-471,30,-89,-3259
141711,402,16076,-146,-412,73,-135,-3261
141721,294,16064,-336,-482,56,-134,-3258
141731,340,16036,-306,-658,-13,-69,-3254
141741,386,16010,-112,-767,-71,-32,-3261
141751,404,16018,-96,-803,-83,-12,-3263
141761,372,16094,-140,-786,-56,-24,-3263
141771,314,16002,-212,-779,-50,-24,-3264
141782,364,15986,-196,-776,-92,20,-3257
141792,400,16018,-84,-766,-138,63,-3258
141802,456,16034,-66,-729,-115,66,-3261
141812,412,16028,-30,-673,-74,35,-3258
141822,436,16024,20,-608,-8,-14,-3262
141832,396,16022,-136,-474,42,-98,-3262
141842,422,16048,-202,-479,3,-114,-3258
141852,382,16084,-252,-569,9,-129,-3262
141862,320,16024,-174,-671,13,-126,-3257
141872,370,16052,-128,-756,6,-98,-3255
141882,320,15958,-164,-763,5,-69,-3256
141892,406,15952,-34,-695,-39,-44,-3258
141902,456,16034,-154,-556,-27,-76,-3252
141912,386,16032,-214,-517,-2,-102,-3254
141922,312,16030,-250,-574,-2,-87,-3255
141932,346,16040,-246,-648,-67,-50,-3261
141942,406,16060,-158,-691,-127,-44,-3260
141952,400,16056,-176,-704,-112,-38,-3256
141962,360,15976,-60,-687,-83,-35,-3257
141972,398,16002,-102,-620,-32,-56,-3261
141982,354,15962,-148,-544,10,-56,-3261
141992,364,15934,-134,-489,37,-40,-3259
142002,402,16050,-150,-387,24,-28,-3263
142012,412,16034,-92,-305,36,-39,-3259
142022,412,16030,-110,-193,68,-124,-3259
142032,420,16090,-318,-142,89,-219,-3257
142042,396,16300,-394,-211,106,-275,-3258
142052,298,16022,-512,-325,96,-338,-3253
142062,206,16170,-588,-595,47,-225,-3254
142072,254,16060,-416,-1530,-229,212,-3260
142082,254,16060,-416,-1530,-229,212,-3260
142092,478,15914,80,-1689,-311,279,-3257
142102,470,15954,100,-1322,-223,158,-3255
142112,456,15956,146,-886,-139,20,-3262
142123,370,16040,-58,-549,-51,-69,-3264
142133,376,16034,-188,-452,-3,-86,-3259
142143,362,16064,-234,-499,-30,-61,-3259
142153,412,16094,-234,-611,-61,-19,-3255
142163,404,16082,-198,-698,-52,-8,-3255
142173,388,16060,-118,-755,-39,-11,-3250
142183,434,16044,-170,-793,-52,0,-3259
142193,370,16054,-182,-788,-55,-9,-3260
142203,404,15998,-66,-794,-48,-7,-3262
142213,334,16024,-78,-700,-39,-37,-3262
142223,406,16032,-182,-606,-25,-56,-3259
142233,390,16070,-176,-546,-4,-69,-3258
142243,374,16062,-244,-562,-1,-92,-3261
142253,352,16098,-220,-675,-19,-81,-3260
142263,380,16040,-266,-835,-59,-45,-3257
142273,396,16012,-212,-942,-84,-20,-3257
142283,320,16042,-208,-1031,-108,21,-3253
142294,402,15984,-178,-1058,-142,66,-3261
142304,406,15980,-112,-1022,-152,96,-3252
142314,468,16030,-54,-980,-163,104,-3248
142324,428,15994,-64,-858,-132,58,-3251
142334,408,16046,-174,-754,-104,17,-3257
142344,420,16024,-128,-724,-78,-2,-3251
142354,392,16004,-92,-715,-53,-10,-3250
142364,410,16046,-104,-669,-12,-35,-3254
142374,390,16010,-20,-608,27,-69,-3254
142384,376,16056,-130,-531,53,-114,-3257
142394,354,16064,-170,-501,54,-135,-3254
142404,326,15986,-194,-551,12,-102,-3256
142414,348,16032,-208,-622,-33,-50,-3257
142424,420,16016,-186,-699,-74,-16,-3252
142434,414,16074,-156,-727,-75,0,-3255
142444,436,15998,-66,-731,-63,-18,-3258
142454,456,15998,-88,-665,-36,-62,-3260
142464,368,16060,-182,-582,-19,-94,-3260
142474,382,16046,-194,-589,-18,-88,-3258
142484,376,16028,-226,-630,-18,-59,-3260
142494,374,16044,-262,-701,-41,-29,-3256
142504,422,16034,-210,-762,-67,-2,-3258
142514,408,16052,-166,-750,-57,-21,-3254
142524,408,16026,-124,-764,-55,-22,-3250
142534,398,16030,-164,-742,-47,-41,-3261
142544,422,16006,-142,-684,-14,-75,-3260
142554,362,16002,-160,-651,-14,-80,-3261
142564,396,16036,-186,-660,-42,-48,-3255
142574,408,16058,-166,-703,-69,-27,-3250
142584,384,16016,-194,-729,-68,-23,-3249
142594,398,16014,-110,-785,-81,2,-3249
142604,356,16042,-164,-833,-76,12,-3244
142614,364,16010,-300,-737,-75,-11,-3255
142624,404,16020,-216,-797,-122,23,-3255
142635,382,16056,-156,-836,-131,53,-3256
142645,342,16002,-116,-802,-121,64,-3251
142655,424,16028,-62,-761,-102,56,-3252
142665,426,16026,-50,-677,-60,14,-3257
142675,426,16018,-44,-542,11,-41,-3256
142685,404,16024,-174,-453,47,-89,-3253
142695,376,16050,-340,-459,37,-121,-3259
142705,320,16024,-284,-596,-18,-76,-3260
142715,402,16040,-234,-795,-97,-1,-3256
142725,394,16036,-138,-893,-132,16,-3254
142735,300,16052,-258,-940,-147,31,-3251
142745,350,16030,-216,-1050,-188,81,-3253
142755,328,16034,-178,-1132,-210,135,-3255
142765,394,15988,-52,-1182,-216,191,-3253
142775,474,15984,144,-1073,-179,165,-3252
142785,464,15986,6,-793,-101,69,-3251
142795,540,15986,-6,-615,-31,-3,-3255
142806,484,16000,-100,-505,15,-82,-3254
142816,480,16040,-156,-503,38,-115,-3257
142826,438,16056,-150,-575,48,-144,-3252
142836,382,16028,-230,-643,42,-163,-3253
142846,360,15954,-152,-775,11,-124,-3254
142856,352,15984,-58,-840,-22,-73,-3252
142866,408,15942,-36,-744,-49,-48,-3252
142876,434,15940,-34,-599,-42,-41,-3255
142886,422,16008,-32,-430,-35,-48,-3251
142896,374,16036,-156,-336,-26,-45,-3252
142906,334,16026,-232,-410,-55,9,-3250
142916,272,16060,-274,-598,-73,79,-3246
142926,414,16082,-220,-778,-113,141,-3249
142936,486,16034,-128,-875,-145,161,-3250
142946,512,16066,-54,-898,-129,144,-3252
142956,508,16020,34,-804,-56,68,-3254
142966,560,16072,-14,-643,32,-26,-3254
142976,504,16002,-12,-484,91,-140,-3252
142986,420,16034,-128,-387,117,-233,-3253
142996,360,16066,-234,-391,102,-242,-3247
143006,360,16046,-290,-536,30,-172,-3247
143016,384,16072,-236,-698,-43,-98,-3251
143026,366,16036,-172,-799,-96,-66,-3249
143036,382,16002,-158,-877,-107,-17,-3247
143046,374,16042,-114,-929,-118,14,-3259
143056,416,16042,-90,-915,-115,30,-3255
143066,432,16084,-66,-834,-101,24,-3253
143076,384,15998,-104,-768,-89,18,-3252
143086,420,16030,-62,-737,-64,5,-3254
143096,510,15946,16,-668,-20,-47,-3253
143106,514,16036,-18,-520,51,-110,-3255
143116,428,16008,-96,-343,105,-200,-3252
143126,348,16032,-164,-270,135,-236,-3253
143136,318,16004,-310,-307,104,-213,-3251
143147,428,16022,-168,-723,-60,2,-3251
143157,390,16014,-150,-806,-76,6,-3250
143167,412,16016,-190,-812,-76,-19,-3251
143177,372,16040,-204,-827,-78,-25,-3257
143187,390,15994,-100,-856,-95,-11,-3259
143197,410,15996,-100,-865,-119,26,-3257
143207,496,16014,-8,-782,-109,13,-3250
143217,426,16052,-84,-661,-68,-31,-3246
143227,414,16020,-204,-626,-27,-56,-3248
143237,458,16054,-178,-640,-27,-73,-3247
143247,414,16080,-240,-699,-20,-114,-3246
143257,472,16078,-134,-786,-11,-139,-3249
143267,394,16008,-212,-800,2,-178,-3255
143277,266,16036,-186,-769,-7,-181,-3248
143287,308,15996,-170,-811,-52,-98,-3246
143297,308,15984,-200,-822,-82,-3,-3245
143307,428,15982,-112,-783,-84,53,-3247
143318,448,16000,-146,-666,-82,38,-3247
143328,382,16046,-114,-616,-69,33,-3250
143338,394,15998,-110,-604,-51,30,-3252
143348,476,16054,-244,-605,-53,10,-3251
143358,428,16036,-192,-699,-37,-5,-3247
143368,428,16018,-118,-744,-13,-42,-3252
143378,414,16004,-106,-721,12,-66,-3251
143388,416,16010,-78,-610,36,-106,-3248
143398,416,15990,-60,-500,42,-126,-3252
143408,442,15984,-188,-385,47,-162,-3251
143418,430,16080,-344,-284,53,-217,-3248
143428,318,16094,-370,-376,24,-210,-3242
143438,258,16128,-484,-624,-53,-135,-3252
143448,270,16066,-390,-973,-132,32,-3255
143458,370,16006,-126,-1238,-217,162,-3253
143468,436,15970,20,-1224,-233,183,-3256
143478,540,15958,168,-966,-162,99,-3256
143488,466,15992,62,-541,-29,-26,-3250
143498,420,15966,-120,-194,72,-130,-3245
143508,446,16038,-172,-92,97,-149,-3248
143518,382,16058,-360,-140,106,-165,-3245
143528,398,16052,-266,-317,54,-169,-3247
143538,332,16114,-312,-476,37,-177,-3245
143548,330,16054,-376,-712,-12,-116,-3246
143558,306,16036,-326,-938,-81,-20,-3241
143568,372,16050,-242,-1089,-126,70,-3251
143578,434,15990,12,-1153,-156,126,-3247
143588,422,15982,-114,-1028,-146,109,-3244
143598,468,16002,-58,-860,-132,68,-3247
143608,456,16034,-58,-719,-97,20,-3252
143618,380,16066,-224,-607,-57,-35,-3253
143628,424,16004,-240,-634,-52,-31,-3246
143638,378,16020,-228,-724,-77,-17,-3252
143648,388,16004,-124,-740,-57,-22,-3249
143659,436,16066,-216,-703,-43,-42,-3249
143669,346,16024,-256,-772,-43,-93,-3249
143679,358,16004,-272,-884,-97,-57,-3249
143689,284,16026,-272,-1033,-174,37,-3246
143699,336,15998,-224,-1225,-245,184,-3258
143709,474,16004,-40,-1254,-259,253,-3254
143719,560,15970,108,-1039,-185,193,-3248
143729,564,16012,66,-684,-73,47,-3243
143739,524,16024,-86,-401,24,-90,-3242
143749,414,16058,-162,-276,82,-180,-3239
143759,412,16096,-244,-321,100,-203,-3245
143769,360,16066,-332,-484,93,-166,-3242
143779,328,16056,-232,-659,52,-139,-3251
143789,438,15980,-130,-810,-4,-100,-3249
143799,384,15960,-178,-832,-33,-83,-3250
143809,448,15986,-46,-775,-45,-65,-3243
143819,382,15976,-102,-645,-24,-72,-3240
143830,416,15966,-68,-502,-13,-83,-3242
143840,450,16060,-160,-369,-8,-114,-3245
143850,414,16098,-230,-352,0,-135,-3248
143860,330,16088,-354,-451,5,-112,-3247
143870,380,16066,-282,-672,-55,-38,-3246
143880,388,16040,-266,-895,-114,32,-3246
143890,376,16042,-206,-1054,-149,117,-3246
143900,430,16020,-68,-1107,-147,145,-3245
143910,498,15998,-30,-1001,-144,132,-3239
143920,560,15982,-10,-813,-122,66,-3242
143930,528,15972,-48,-591,-54,-39,-3239
143940,450,16036,-150,-453,23,-125,-3243
143950,332,16082,-370,-429,43,-156,-3240
143960,278,16058,-388,-646,-8,-76,-3243
143970,310,16014,-300,-917,-110,47,-3246
143980,380,16070,-144,-1103,-197,146,-3246
143990,400,16024,-142,-1207,-240,207,-3243
144000,466,15980,-72,-1137,-221,174,-3240
144010,504,15984,28,-964,-163,114,-3242
144020,606,15972,116,-708,-88,9,-3246
144030,520,16010,10,-387,21,-155,-3248
144040,470,16024,-164,-216,118,-262,-3249
144050,396,16008,-236,-221,149,-307,-3249
144060,332,16060,-340,-323,130,-291,-3249
144070,306,16066,-386,-543,60,-211,-3245
144080,396,16038,-294,-780,-15,-110,-3243
144090,318,16034,-210,-912,-68,-30,-3247
144100,384,15988,-140,-1013,-127,55,-3238
144110,404,16000,-68,-1007,-145,113,-3245
144120,510,15990,74,-837,-127,96,-3247
144130,478,16018,-114,-540,-60,11,-3252
144140,526,16014,-50,-335,21,-63,-3242
144150,474,16080,-194,-171,73,-165,-3241
144160,434,16028,-258,-135,111,-242,-3243
144171,328,16102,-454,-215,119,-288,-3243
144181,290,16078,-422,-515,58,-235,-3244
144191,374,15996,-252,-1145,-128,14,-3248
144201,370,16024,-114,-1228,-175,84,-3241
144211,450,15950,62,-1136,-175,103,-3247
144221,486,15974,10,-846,-131,41,-3243
144231,398,15972,-68,-576,-59,-21,-3240
144241,412,16084,-76,-426,-13,-48,-3246
144251,398,16052,-230,-386,2,-60,-3238
144261,442,16064,-182,-433,-5,-46,-3244
144271,392,16058,-246,-469,1,-80,-3243
144281,306,16086,-398,-611,-42,-80,-3241
144291,316,16072,-372,-909,-139,21,-3239
144301,480,15940,-12,-1118,-188,110,-3250
144311,508,15898,52,-998,-161,80,-3246
144321,494,15956,2,-708,-71,-12,-3247
144331,440,16016,-76,-443,26,-103,-3246
144342,436,16020,-122,-277,90,-192,-3247
144352,366,16100,-314,-232,91,-226,-3252
144362,314,16144,-382,-425,32,-163,-3246
144372,242,16092,-434,-709,-51,-59,-3248
144382,324,16086,-368,-1089,-142,126,-3246
144392,416,16014,-134,-1318,-221,228,-3239
